term,ngram_size,is_phrase,count_real,count_dubious,total_count,in_real,in_dubious,max_real,mean_real,stdev_real,max_dubious,mean_dubious,stdev_dubious,relevance_score
cognitive,1,False,72,75,147,True,True,5,1.2414,0.7266,8,1.5,1.2845,0.02040816326530612
cohen,1,False,297,199,496,True,True,35,2.6053,4.7695,21,2.8841,3.0671,0.1975806451612903
coherent,1,False,78,37,115,True,True,2,1.0541,0.2261,2,1.1212,0.3264,0.3565217391304348
cohn,1,False,680,50,730,True,True,73,2.8452,5.7918,12,2.1739,3.0738,0.863013698630137
coin,1,False,110,114,224,True,True,5,1.1828,0.5669,6,1.3412,0.8885,0.017857142857142856
coincide,1,False,279,74,353,True,True,2,1.0182,0.1338,3,1.0571,0.2871,0.5807365439093485
coincidence,1,False,68,146,214,True,True,2,1.0462,0.2098,3,1.1145,0.3632,0.3644859813084112
col,1,False,82,80,162,True,True,2,1.0933,0.2909,6,1.5094,1.0573,0.012345679012345678
colbert,1,False,111,177,288,True,True,36,2.7073,5.9233,9,3.0,2.3216,0.22916666666666666
cold,1,False,900,773,1673,True,True,14,1.2228,0.8449,19,1.4752,1.4308,0.07591153616258219
cole,1,False,110,47,157,True,True,5,1.6418,1.003,4,1.3056,0.7753,0.4012738853503185
coleman,1,False,68,38,106,True,True,4,1.7,0.9,12,2.1111,2.601,0.2830188679245283
colin,1,False,126,175,301,True,True,7,1.2233,0.775,6,1.3258,0.7017,0.16279069767441862
collaborate,1,False,133,54,187,True,True,2,1.0556,0.2291,2,1.102,0.3027,0.42245989304812837
collaboration,1,False,176,64,240,True,True,4,1.1579,0.4153,2,1.1429,0.3499,0.4666666666666667
collapse,1,False,1391,582,1973,True,True,6,1.2299,0.5934,12,1.3824,1.0671,0.41003547896604153
collar,1,False,211,126,337,True,True,6,1.3025,0.8825,7,1.3846,0.9581,0.2522255192878338
collateral,1,False,58,51,109,True,True,5,1.2083,0.6757,5,1.186,0.6561,0.06422018348623854
colleague,1,False,1240,418,1658,True,True,7,1.2289,0.6122,6,1.2081,0.5914,0.4957780458383595
collect,1,False,952,391,1343,True,True,10,1.283,0.8197,10,1.2862,0.8997,0.4177215189873418
collection,1,False,573,247,820,True,True,9,1.3482,0.8683,7,1.2932,0.8425,0.3975609756097561
collective,1,False,318,301,619,True,True,4,1.1522,0.4801,7,1.2438,0.6882,0.027463651050080775
collectively,1,False,105,80,185,True,True,2,1.0194,0.138,2,1.1268,0.3327,0.13513513513513514
collector,1,False,99,19,118,True,True,6,1.375,1.0467,2,1.1176,0.3222,0.6779661016949152
college,1,False,2243,1551,3794,True,True,24,1.751,1.9453,20,1.8355,1.9247,0.1823932525039536
collide,1,False,89,14,103,True,True,2,1.141,0.348,2,1.0769,0.2665,0.7281553398058253
collin,1,False,203,51,254,True,True,5,1.6639,0.9198,5,1.8214,1.2832,0.5984251968503937
collins,1,False,631,93,724,True,True,14,1.6693,1.4779,4,1.3676,0.7457,0.7430939226519337
collision,1,False,143,23,166,True,True,4,1.2119,0.5501,2,1.0455,0.2083,0.7228915662650602
collude,1,False,317,165,482,True,True,3,1.1486,0.385,4,1.1538,0.4627,0.3153526970954357
collusion,1,False,990,358,1348,True,True,8,1.5469,0.8809,8,1.4206,0.9116,0.4688427299703264
colombia,1,False,543,55,598,True,True,10,2.2911,1.9192,9,1.4865,1.426,0.8160535117056856
colombian,1,False,232,20,252,True,True,8,1.9829,1.6946,3,1.6667,0.7454,0.8412698412698413
colonel,1,False,324,82,406,True,True,6,1.1868,0.6274,5,1.3443,0.8662,0.5960591133004927
colonial,1,False,250,93,343,True,True,9,1.2315,0.7365,10,1.6034,1.4496,0.4577259475218659
colony,1,False,248,64,312,True,True,10,1.2039,0.9016,5,1.3061,0.862,0.5897435897435898
color,1,False,598,752,1350,True,True,8,1.2229,0.6626,27,1.4324,1.4188,0.11407407407407408
colorado,1,False,660,294,954,True,True,22,1.5827,1.6803,9,1.6154,1.3074,0.3836477987421384
colorful,1,False,133,35,168,True,True,2,1.0726,0.2594,1,1.0,0.0,0.5833333333333334
columbia,1,False,504,145,649,True,True,8,1.1831,0.6312,6,1.2185,0.7001,0.5531587057010786
columbus,1,False,116,66,182,True,True,6,1.381,0.95,8,1.5349,1.4523,0.27472527472527475
column,1,False,345,213,558,True,True,5,1.2021,0.6142,6,1.2171,0.6403,0.23655913978494625
columnist,1,False,279,173,452,True,True,3,1.0941,0.3051,4,1.2014,0.56,0.2345132743362832
com,1,False,666,37,703,True,True,11,1.2109,0.8241,9,2.8462,2.6267,0.8947368421052632
comb,1,False,53,55,108,True,True,1,1.0,0.0,3,1.1702,0.5186,0.018518518518518517
combat,1,False,1308,447,1755,True,True,7,1.1826,0.5371,6,1.3383,0.7714,0.4905982905982906
combatant,1,False,126,30,156,True,True,4,1.1776,0.577,3,1.2,0.5657,0.6153846153846154
combative,1,False,140,18,158,True,True,2,1.0526,0.2233,2,1.0588,0.2353,0.7721518987341772
combination,1,False,327,154,481,True,True,7,1.101,0.5024,3,1.0769,0.3146,0.3596673596673597
combine,1,False,548,287,835,True,True,4,1.0518,0.2614,4,1.1211,0.411,0.3125748502994012
combined,1,False,72,29,101,True,True,3,1.0588,0.2912,2,1.0741,0.2619,0.42574257425742573
comcast,1,False,113,19,132,True,True,11,1.7121,1.4224,4,1.7273,1.1355,0.7121212121212122
come,1,False,18042,10656,28698,True,True,17,1.5535,1.0537,17,1.6765,1.2369,0.25736985155759984
comeback,1,False,144,55,199,True,True,4,1.1803,0.4619,6,1.1957,0.7973,0.4472361809045226
comedian,1,False,279,215,494,True,True,18,1.3744,1.3419,5,1.3438,0.7988,0.12955465587044535
comedy,1,False,366,174,540,True,True,16,2.0333,2.0787,7,1.381,0.95,0.35555555555555557
comey,1,False,3128,2285,5413,True,True,58,4.2442,5.6564,28,3.7094,3.9132,0.15573619065213376
comfort,1,False,261,155,416,True,True,8,1.237,0.898,5,1.1397,0.4877,0.2548076923076923
comfortable,1,False,412,209,621,True,True,6,1.1046,0.4361,3,1.1421,0.4069,0.32689210950080516
comfortably,1,False,84,37,121,True,True,1,1.0,0.0,1,1.0,0.0,0.3884297520661157
comic,1,False,106,53,159,True,True,9,1.493,1.2319,8,1.359,1.2087,0.3333333333333333
coming,1,False,201,31,232,True,True,2,1.005,0.0705,3,1.069,0.3649,0.7327586206896551
command,1,False,1166,394,1560,True,True,13,1.3799,1.1446,7,1.3311,0.7875,0.4948717948717949
commander,1,False,1641,460,2101,True,True,11,1.3836,0.88,11,1.3256,0.8986,0.5621132793907663
commemorate,1,False,131,48,179,True,True,4,1.0738,0.3877,3,1.1163,0.3864,0.46368715083798884
commencement,1,False,81,43,124,True,True,19,1.9286,2.7979,5,1.3871,0.868,0.3064516129032258
comment,1,False,10554,3197,13751,True,True,14,1.4529,0.9569,17,1.442,1.0085,0.535015635226529
commentary,1,False,250,235,485,True,True,4,1.1312,0.3757,5,1.1634,0.534,0.030927835051546393
commentator,1,False,330,230,560,True,True,4,1.1186,0.3629,3,1.15,0.4213,0.17857142857142858
commenter,1,False,31,111,142,True,True,3,1.1923,0.4819,14,1.6324,1.5895,0.5633802816901409
commerce,1,False,1155,158,1313,True,True,14,1.354,0.8883,4,1.3167,0.6453,0.7593297791317594
commercial,1,False,1075,261,1336,True,True,7,1.2692,0.7013,5,1.2429,0.5961,0.6092814371257484
commission,1,False,3727,587,4314,True,True,17,1.6513,1.325,16,1.4936,1.3687,0.7278627723690311
commissioner,1,False,994,178,1172,True,True,7,1.3748,0.9014,5,1.424,0.7511,0.6962457337883959
commit,1,False,2251,1279,3530,True,True,7,1.1639,0.5528,7,1.2601,0.6443,0.2753541076487252
commitment,1,False,1804,344,2148,True,True,7,1.2476,0.6119,11,1.2509,0.8038,0.6797020484171322
committed,1,False,410,94,504,True,True,4,1.1051,0.3631,3,1.0562,0.313,0.626984126984127
committee,1,False,11449,1872,13321,True,True,20,2.0412,1.7454,18,1.6911,1.3996,0.7189400195180542
commodity,1,False,245,108,353,True,True,7,1.2963,0.7814,20,1.7419,2.6877,0.3881019830028329
common,1,False,1845,1325,3170,True,True,15,1.1774,0.6921,12,1.2889,0.8751,0.1640378548895899
commonly,1,False,161,93,254,True,True,3,1.0387,0.2239,3,1.0814,0.3483,0.2677165354330709
commonwealth,1,False,117,40,157,True,True,2,1.0734,0.2608,3,1.4286,0.6227,0.49044585987261147
communicate,1,False,383,190,573,True,True,4,1.1101,0.4434,2,1.1243,0.3299,0.3368237347294939
communication,1,False,1890,717,2607,True,True,9,1.3263,0.8399,11,1.4693,1.0377,0.44994246260069043
communications,1,False,183,45,228,True,True,3,1.3456,0.6109,2,1.125,0.3307,0.6052631578947368
communism,1,False,98,164,262,True,True,3,1.1807,0.443,9,1.6735,1.6148,0.25190839694656486
communist,1,False,1410,513,1923,True,True,10,1.4984,1.1013,18,1.9,2.4542,0.4664586583463339
community,1,False,4975,2680,7655,True,True,16,1.5355,1.2408,16,1.6615,1.3439,0.2998040496407577
commutation,1,False,57,68,125,True,True,8,2.28,1.4838,61,9.7143,20.9401,0.088
commute,1,False,110,96,206,True,True,4,1.2644,0.5563,64,3.4286,11.6724,0.06796116504854369
commuter,1,False,101,13,114,True,True,6,1.2317,0.816,4,1.625,0.9922,0.7719298245614035
como,1,False,2,181,183,True,True,1,1.0,0.0,31,3.0678,4.1205,0.9781420765027322
companion,1,False,127,33,160,True,True,8,1.1239,0.7056,2,1.0312,0.174,0.5875
company,1,False,13339,2734,16073,True,True,60,2.4872,2.8473,20,2.0015,1.8446,0.6598021526784048
comparable,1,False,99,69,168,True,True,2,1.0206,0.1421,2,1.0147,0.1204,0.17857142857142858
compare,1,False,1820,886,2706,True,True,7,1.1765,0.5191,5,1.212,0.5826,0.3451589061345159
comparison,1,False,330,235,565,True,True,4,1.068,0.3094,5,1.1298,0.5258,0.168141592920354
compassion,1,False,82,154,236,True,True,3,1.1549,0.3989,8,1.3509,1.1238,0.3050847457627119
compassionate,1,False,41,60,101,True,True,4,1.1081,0.5085,3,1.1765,0.5128,0.18811881188118812
compel,1,False,204,135,339,True,True,3,1.0681,0.308,2,1.0385,0.1923,0.20353982300884957
compelling,1,False,161,69,230,True,True,4,1.0523,0.2979,4,1.0952,0.4259,0.4
compensate,1,False,148,51,199,True,True,3,1.0882,0.3529,3,1.1591,0.4234,0.48743718592964824
compensation,1,False,363,98,461,True,True,13,1.407,1.0824,8,1.4,1.0057,0.5748373101952278
compete,1,False,891,216,1107,True,True,6,1.1708,0.591,6,1.2343,0.6297,0.6097560975609756
competence,1,False,79,23,102,True,True,2,1.0533,0.2247,4,1.15,0.6538,0.5490196078431373
competent,1,False,61,57,118,True,True,3,1.0702,0.3168,3,1.0755,0.3279,0.03389830508474576
competition,1,False,812,209,1021,True,True,11,1.3444,0.9318,4,1.2901,0.6448,0.5905974534769833
competitive,1,False,575,121,696,True,True,4,1.1252,0.4243,4,1.1204,0.4018,0.6522988505747126
competitiveness,1,False,92,22,114,True,True,2,1.0575,0.2327,5,1.375,0.9922,0.6140350877192983
competitor,1,False,329,116,445,True,True,4,1.175,0.4489,7,1.2083,0.7762,0.4786516853932584
compile,1,False,254,118,372,True,True,3,1.0583,0.2971,2,1.0727,0.2597,0.3655913978494624
complain,1,False,1135,530,1665,True,True,4,1.0956,0.3397,4,1.1398,0.3933,0.3633633633633634
complaint,1,False,1251,471,1722,True,True,15,1.433,1.2647,6,1.4448,0.9342,0.4529616724738676
complete,1,False,2060,1113,3173,True,True,5,1.1554,0.4604,5,1.1594,0.475,0.29845572013867006
completely,1,False,962,1324,2286,True,True,6,1.0932,0.3605,5,1.1779,0.4625,0.15835520559930008
completion,1,False,132,39,171,True,True,3,1.0233,0.1955,2,1.0833,0.2764,0.543859649122807
complex,1,False,964,432,1396,True,True,6,1.1517,0.4608,6,1.2101,0.5779,0.38108882521489973
complexity,1,False,177,36,213,True,True,4,1.0727,0.3222,2,1.0588,0.2353,0.6619718309859155
compliance,1,False,549,106,655,True,True,6,1.2592,0.6348,7,1.2326,0.8022,0.6763358778625954
compliant,1,False,66,39,105,True,True,5,1.1379,0.5708,2,1.0541,0.2261,0.2571428571428571
complicate,1,False,461,40,501,True,True,3,1.0267,0.1984,2,1.0256,0.1581,0.8403193612774451
complicated,1,False,531,116,647,True,True,4,1.0706,0.2859,3,1.045,0.2471,0.6414219474497682
complication,1,False,142,41,183,True,True,2,1.0365,0.1875,7,1.2424,1.0453,0.5519125683060109
complicit,1,False,95,118,213,True,True,3,1.131,0.4018,5,1.2165,0.692,0.107981220657277
compliment,1,False,67,75,142,True,True,2,1.0806,0.2723,7,1.25,1.0897,0.056338028169014086
comply,1,False,1016,205,1221,True,True,22,1.2315,0.899,4,1.1782,0.4882,0.6642096642096642
component,1,False,301,118,419,True,True,8,1.1944,0.7,4,1.1238,0.472,0.43675417661097854
compose,1,False,132,73,205,True,True,5,1.1,0.5228,4,1.1774,0.4927,0.28780487804878047
compound,1,False,435,209,644,True,True,7,1.2609,0.7072,6,1.4414,0.9238,0.35093167701863354
comprehensive,1,False,610,185,795,True,True,3,1.0873,0.3066,3,1.1562,0.4264,0.5345911949685535
comprise,1,False,216,104,320,True,True,3,1.0286,0.1931,3,1.0947,0.3268,0.35
compromise,1,False,1163,334,1497,True,True,5,1.271,0.6749,7,1.2556,0.7219,0.5537742150968604
comptroller,1,False,105,4,109,True,True,4,1.2651,0.6226,1,1.0,0.0,0.926605504587156
computer,1,False,1112,708,1820,True,True,11,1.5402,1.2328,30,1.7568,2.2009,0.22197802197802197
comrade,1,False,76,56,132,True,True,15,1.2667,1.7969,2,1.1429,0.3499,0.15151515151515152
con,1,False,106,555,661,True,True,5,1.2771,0.8404,35,2.6683,3.611,0.6792738275340393
conceal,1,False,267,210,477,True,True,13,1.4355,1.4475,9,1.3208,0.9669,0.11949685534591195
concede,1,False,369,151,520,True,True,4,1.0982,0.3925,8,1.2377,0.8103,0.41923076923076924
conceive,1,False,106,49,155,True,True,4,1.06,0.3412,2,1.0652,0.2469,0.36774193548387096
concentrate,1,False,238,99,337,True,True,6,1.0578,0.3902,6,1.1512,0.6198,0.4124629080118694
concentration,1,False,142,165,307,True,True,6,1.1736,0.6764,7,1.3636,0.9959,0.0749185667752443
concept,1,False,320,334,654,True,True,3,1.1228,0.3871,10,1.2946,0.8527,0.021406727828746176
concern,1,False,7240,1915,9155,True,True,8,1.3168,0.6974,10,1.301,0.7278,0.5816493719279082
concerned,1,False,1164,484,1648,True,True,8,1.0889,0.3802,3,1.1025,0.3388,0.41262135922330095
concert,1,False,422,176,598,True,True,17,1.6357,1.7825,5,1.4545,0.872,0.411371237458194
concerted,1,False,78,40,118,True,True,1,1.0,0.0,1,1.0,0.0,0.3220338983050847
concession,1,False,525,122,647,True,True,5,1.1667,0.5044,4,1.2842,0.7058,0.6228748068006182
conciliatory,1,False,132,10,142,True,True,2,1.0312,0.174,2,1.1111,0.3143,0.8591549295774648
conclude,1,False,1367,590,1957,True,True,5,1.106,0.3633,5,1.1523,0.4638,0.39703628002043945
conclusion,1,False,819,563,1382,True,True,4,1.1471,0.4453,6,1.2108,0.5999,0.18523878437047755
concrete,1,False,501,140,641,True,True,13,1.1844,0.8528,3,1.1382,0.3894,0.5631825273010921
condemn,1,False,1549,532,2081,True,True,6,1.1915,0.5139,6,1.2258,0.6544,0.4887073522345026
condemnation,1,False,357,120,477,True,True,2,1.0318,0.1754,4,1.0714,0.3463,0.4968553459119497
condition,1,False,3209,861,4070,True,True,9,1.2183,0.6035,16,1.3246,1.0111,0.576904176904177
condolence,1,False,122,50,172,True,True,3,1.1296,0.3871,3,1.1111,0.3784,0.4186046511627907
condone,1,False,90,93,183,True,True,3,1.125,0.4576,2,1.069,0.2534,0.01639344262295082
conduct,1,False,3222,1235,4457,True,True,8,1.2455,0.5843,8,1.3041,0.7761,0.4458155710118914
confederate,1,False,161,318,479,True,True,10,1.6598,1.6302,23,2.8393,2.9718,0.3277661795407098
confer,1,False,92,22,114,True,True,2,1.0575,0.2327,1,1.0,0.0,0.6140350877192983
conference,1,False,5095,1057,6152,True,True,25,1.3011,0.928,9,1.3534,0.914,0.6563719115734721
confess,1,False,138,111,249,True,True,2,1.104,0.3053,3,1.1443,0.3796,0.10843373493975904
confession,1,False,93,70,163,True,True,4,1.2917,0.6333,4,1.1667,0.5217,0.1411042944785276
confidant,1,False,87,30,117,True,True,2,1.1013,0.3017,1,1.0,0.0,0.48717948717948717
confidence,1,False,1239,360,1599,True,True,13,1.2171,0.67,10,1.2811,0.8864,0.549718574108818
confident,1,False,866,213,1079,True,True,4,1.1004,0.3326,4,1.1576,0.4687,0.6051899907321594
confidential,1,False,253,108,361,True,True,10,1.1822,0.7485,4,1.2273,0.5163,0.40166204986149584
confine,1,False,146,56,202,True,True,2,1.0504,0.2187,2,1.0182,0.1336,0.44554455445544555
confirm,1,False,3885,1469,5354,True,True,23,1.2959,1.0537,9,1.2785,0.755,0.4512514008218155
confirmation,1,False,1647,205,1852,True,True,10,1.5124,1.1126,8,1.3226,0.9154,0.7786177105831533
confiscate,1,False,118,82,200,True,True,3,1.1238,0.3829,5,1.1233,0.5476,0.18
conflict,1,False,4011,1295,5306,True,True,11,1.4264,0.9192,12,1.4902,1.1175,0.5118733509234829
confront,1,False,757,384,1141,True,True,5,1.0939,0.3703,8,1.1395,0.5294,0.32690622261174407
confrontation,1,False,452,320,772,True,True,5,1.1078,0.412,12,1.3913,1.1662,0.17098445595854922
confrontational,1,False,92,18,110,True,True,2,1.0455,0.2083,3,1.2857,0.589,0.6727272727272727
confuse,1,False,148,157,305,True,True,3,1.0278,0.2022,3,1.1377,0.4373,0.029508196721311476
confused,1,False,79,102,181,True,True,2,1.0395,0.1947,3,1.1087,0.4288,0.1270718232044199
confusing,1,False,80,50,130,True,True,3,1.0526,0.276,2,1.0417,0.1998,0.23076923076923078
confusion,1,False,407,150,557,True,True,4,1.1306,0.456,3,1.2,0.4733,0.4614003590664273
conglomerate,1,False,121,47,168,True,True,5,1.21,0.6826,3,1.2368,0.5348,0.44047619047619047
congo,1,False,402,68,470,True,True,20,2.913,2.9987,12,2.5185,2.7671,0.7106382978723405
congolese,1,False,119,10,129,True,True,7,1.8308,1.2225,5,2.5,1.5,0.8449612403100775
congratulate,1,False,256,116,372,True,True,2,1.094,0.2919,5,1.1837,0.5776,0.3763440860215054
congratulation,1,False,100,65,165,True,True,3,1.087,0.3505,2,1.1607,0.3673,0.21212121212121213
congregation,1,False,63,38,101,True,True,5,1.2857,0.9258,4,1.2667,0.6289,0.24752475247524752
congress,1,False,11215,2480,13695,True,True,28,1.8935,1.5805,31,1.7068,1.5114,0.637824023366192
congressional,1,False,4219,878,5097,True,True,10,1.4404,0.8942,12,1.4488,1.1286,0.6554836178144007
congressman,1,False,815,542,1357,True,True,10,1.2616,0.8013,6,1.4492,0.8934,0.20117907148120856
congresswoman,1,False,99,128,227,True,True,4,1.1,0.4485,8,1.4222,1.0108,0.1277533039647577
connect,1,False,754,675,1429,True,True,5,1.117,0.4069,7,1.1719,0.5496,0.055283414975507345
connecticut,1,False,498,82,580,True,True,8,1.4866,1.007,3,1.1389,0.3839,0.7172413793103448
connection,1,False,1070,730,1800,True,True,5,1.1745,0.495,5,1.2898,0.6784,0.18888888888888888
conquer,1,False,63,118,181,True,True,2,1.05,0.2179,6,1.2421,0.6761,0.30386740331491713
conscience,1,False,176,164,340,True,True,6,1.1503,0.6025,7,1.1884,0.776,0.03529411764705882
conscious,1,False,84,105,189,True,True,2,1.0244,0.1543,5,1.1932,0.6547,0.1111111111111111
consciousness,1,False,37,265,302,True,True,2,1.1212,0.3264,28,2.1371,3.293,0.7549668874172185
consecutive,1,False,168,43,211,True,True,7,1.098,0.5334,3,1.0488,0.3085,0.5924170616113744
consensual,1,False,74,28,102,True,True,3,1.0725,0.3102,5,1.5556,1.3005,0.45098039215686275
consensus,1,False,644,181,825,True,True,5,1.1161,0.3932,5,1.2483,0.5934,0.5612121212121212
consent,1,False,367,250,617,True,True,15,1.4392,1.4509,9,1.3158,0.9922,0.18962722852512157
consequence,1,False,1041,656,1697,True,True,5,1.1315,0.4184,6,1.2543,0.6819,0.22687094873305833
consequently,1,False,35,65,100,True,True,1,1.0,0.0,3,1.1207,0.4578,0.3
conservation,1,False,173,46,219,True,True,6,1.373,0.9062,5,1.3529,0.836,0.5799086757990868
conservatism,1,False,161,81,242,True,True,16,1.5189,1.8543,8,1.3065,1.1157,0.3305785123966942
conservative,1,False,8718,2975,11693,True,True,27,2.0479,2.0014,18,1.7656,1.5443,0.49114855041477806
consider,1,False,6326,2489,8815,True,True,7,1.2547,0.6144,12,1.2705,0.6773,0.43528077141236526
considerable,1,False,239,133,372,True,True,2,1.0258,0.1584,2,1.0472,0.2122,0.2849462365591398
considerably,1,False,123,48,171,True,True,4,1.0424,0.3292,2,1.0213,0.1443,0.43859649122807015
consideration,1,False,782,220,1002,True,True,4,1.1076,0.3944,4,1.1282,0.4402,0.5608782435129741
consist,1,False,192,167,359,True,True,3,1.0492,0.2402,4,1.0705,0.3225,0.06963788300835655
consistent,1,False,499,214,713,True,True,3,1.0708,0.2727,4,1.1383,0.4022,0.3997194950911641
consistently,1,False,391,244,635,True,True,4,1.0399,0.2441,4,1.0702,0.3433,0.231496062992126
consolidate,1,False,290,58,348,True,True,2,1.0985,0.298,2,1.0545,0.2271,0.6666666666666666
consolidation,1,False,103,33,136,True,True,4,1.2875,0.6556,2,1.0645,0.2457,0.5147058823529411
consortium,1,False,101,56,157,True,True,5,1.1882,0.5422,3,1.2444,0.4787,0.28662420382165604
conspiracy,1,False,564,966,1530,True,True,9,1.3397,0.8103,47,1.6457,2.5458,0.2627450980392157
conspire,1,False,169,126,295,True,True,3,1.1192,0.3975,11,1.2475,1.038,0.14576271186440679
constant,1,False,276,293,569,True,True,3,1.0534,0.2566,4,1.1627,0.4643,0.029876977152899824
constantly,1,False,226,298,524,True,True,2,1.0463,0.2101,3,1.0758,0.3029,0.13740458015267176
constituency,1,False,264,54,318,True,True,4,1.2166,0.5549,2,1.102,0.3027,0.660377358490566
constituent,1,False,329,190,519,True,True,7,1.2368,0.7047,7,1.5323,1.1739,0.2678227360308285
constitute,1,False,324,160,484,True,True,3,1.08,0.2948,2,1.0811,0.273,0.33884297520661155
constitution,1,False,2258,986,3244,True,True,27,1.4643,1.2526,26,1.5455,1.5304,0.3921085080147966
constitutional,1,False,1419,556,1975,True,True,26,1.3336,1.064,17,1.3695,1.1082,0.43696202531645567
constitutionally,1,False,92,47,139,True,True,2,1.0222,0.1474,3,1.1463,0.4168,0.3237410071942446
constrain,1,False,127,34,161,True,True,2,1.0948,0.293,2,1.0303,0.1714,0.577639751552795
constraint,1,False,118,37,155,True,True,2,1.0261,0.1594,2,1.0571,0.2321,0.5225806451612903
construct,1,False,228,152,380,True,True,3,1.1287,0.4142,3,1.0935,0.3149,0.2
construction,1,False,1300,397,1697,True,True,14,1.4723,1.1442,10,1.4758,1.0823,0.5321154979375369
constructive,1,False,351,67,418,True,True,3,1.0867,0.3224,3,1.2407,0.5421,0.6794258373205742
consular,1,False,175,9,184,True,True,5,1.3359,0.8253,2,1.2857,0.4518,0.9021739130434783
consulate,1,False,351,46,397,True,True,10,1.867,1.6498,4,1.3143,0.7472,0.7682619647355163
consult,1,False,460,111,571,True,True,5,1.0849,0.3665,2,1.0777,0.2677,0.6112084063047285
consultancy,1,False,144,18,162,True,True,3,1.0588,0.2647,2,1.0588,0.2353,0.7777777777777778
consultant,1,False,476,154,630,True,True,6,1.23,0.698,7,1.2222,0.7002,0.5111111111111111
consultation,1,False,299,59,358,True,True,4,1.1544,0.5117,7,1.4048,1.0704,0.6703910614525139
consulting,1,False,231,86,317,True,True,4,1.1324,0.4167,6,1.4098,1.0143,0.45741324921135645
consume,1,False,284,206,490,True,True,5,1.127,0.454,7,1.2485,0.7739,0.15918367346938775
consumer,1,False,2029,434,2463,True,True,16,1.8945,1.6978,11,1.8159,1.6566,0.6475842468534307
consumption,1,False,169,116,285,True,True,17,1.2803,1.4581,6,1.2473,0.7282,0.18596491228070175
contact,1,False,2335,902,3237,True,True,31,1.3671,1.194,8,1.3072,0.7847,0.44269385233240655
contain,1,False,1294,918,2212,True,True,8,1.1828,0.5982,12,1.3304,1.043,0.16998191681735986
container,1,False,85,74,159,True,True,4,1.25,0.5524,5,1.4231,0.84,0.06918238993710692
contaminate,1,False,108,100,208,True,True,6,1.2135,0.6946,4,1.2821,0.6385,0.038461538461538464
contamination,1,False,76,36,112,True,True,6,1.2881,0.8646,3,1.2414,0.5666,0.35714285714285715
contemplate,1,False,133,53,186,True,True,2,1.0231,0.1501,1,1.0,0.0,0.43010752688172044
contemporary,1,False,182,47,229,True,True,7,1.2381,0.794,2,1.1463,0.3534,0.5895196506550219
contempt,1,False,174,152,326,True,True,6,1.2429,0.7258,6,1.3451,0.8067,0.06748466257668712
contend,1,False,462,114,576,True,True,5,1.0922,0.4109,4,1.0962,0.3803,0.6041666666666666
contender,1,False,602,84,686,True,True,4,1.1555,0.4025,3,1.037,0.2457,0.7551020408163265
content,1,False,1134,594,1728,True,True,21,1.516,1.4184,17,1.3378,1.1143,0.3125
contention,1,False,155,53,208,True,True,2,1.0473,0.2123,2,1.0192,0.1373,0.49038461538461536
contentious,1,False,409,79,488,True,True,2,1.0149,0.1211,2,1.026,0.1591,0.6762295081967213
contest,1,False,2063,288,2351,True,True,9,1.3958,0.8742,4,1.2,0.5416,0.7549978732454274
contestant,1,False,92,59,151,True,True,9,1.5593,1.3688,6,1.6857,1.5634,0.2185430463576159
contested,1,False,155,18,173,True,True,3,1.1151,0.3409,2,1.0588,0.2353,0.791907514450867
context,1,False,405,389,794,True,True,4,1.1441,0.4743,9,1.1896,0.6213,0.020151133501259445
continent,1,False,310,127,437,True,True,6,1.1567,0.5512,9,1.3229,1.0557,0.41876430205949655
continental,1,False,190,34,224,True,True,4,1.195,0.4553,8,1.36,1.3822,0.6964285714285714
contingency,1,False,107,25,132,True,True,4,1.1889,0.5141,2,1.0417,0.1998,0.6212121212121212
contingent,1,False,124,55,179,True,True,4,1.0783,0.3764,2,1.0185,0.1348,0.3854748603351955
continually,1,False,59,65,124,True,True,2,1.0351,0.184,2,1.0156,0.124,0.04838709677419355
continuation,1,False,88,73,161,True,True,2,1.0115,0.1066,2,1.0735,0.261,0.09316770186335403
continue,1,False,8263,4877,13140,True,True,8,1.2881,0.6403,19,1.4194,1.0168,0.25768645357686454
continued,1,False,246,93,339,True,True,2,1.025,0.1561,2,1.0109,0.1037,0.45132743362831856
continuity,1,False,72,29,101,True,True,3,1.1613,0.4817,3,1.16,0.5426,0.42574257425742573
continuous,1,False,62,47,109,True,True,3,1.0508,0.2866,2,1.0217,0.1458,0.13761467889908258
continuously,1,False,47,67,114,True,True,2,1.0444,0.2061,2,1.0469,0.2114,0.17543859649122806
contra,1,False,8,139,147,True,True,1,1.0,0.0,16,1.9857,2.3145,0.891156462585034
contraception,1,False,92,67,159,True,True,7,1.8039,1.4953,9,2.2333,2.1554,0.15723270440251572
contract,1,False,1451,463,1914,True,True,21,1.6414,1.552,8,1.4606,1.0727,0.51619644723093
contractor,1,False,636,269,905,True,True,12,1.4791,1.255,30,1.6303,2.6313,0.40552486187845305
contradict,1,False,252,135,387,True,True,2,1.0678,0.2514,3,1.0976,0.323,0.3023255813953488
contradiction,1,False,102,88,190,True,True,3,1.0625,0.3166,6,1.3968,1.0471,0.07368421052631578
contradictory,1,False,86,35,121,True,True,2,1.0361,0.1866,2,1.0606,0.2386,0.4214876033057851
contrary,1,False,272,295,567,True,True,2,1.0226,0.1485,3,1.065,0.2994,0.04056437389770723
