year,month,day,date,state,country,continent,subcontinent,fake_count,real_count
2016,8.0,17.0,2016-08-17,Ukraine,Ukraine,Europe,Eastern Europe,1.0,0.0
2016,8.0,17.0,2016-08-17,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,1.0,0.0
2016,8.0,17.0,2016-08-17,United States of America,United States of America,Americas,Northern America,1.0,5.0
2016,8.0,17.0,2016-08-17,Virginia,United States of America,Americas,Northern America,1.0,1.0
2016,8.0,18.0,2016-08-18,Arizona,United States of America,Americas,Northern America,0.0,4.0
2016,8.0,18.0,2016-08-18,California,United States of America,Americas,Northern America,2.0,1.0
2016,8.0,18.0,2016-08-18,China,China,Asia,Eastern Asia,2.0,1.0
2016,8.0,18.0,2016-08-18,Colombia,Colombia,Americas,South America,1.0,0.0
2016,8.0,18.0,2016-08-18,District of Columbia,United States of America,Americas,Northern America,5.0,6.0
2016,8.0,18.0,2016-08-18,Kentucky,United States of America,Americas,Northern America,2.0,1.0
2016,8.0,18.0,2016-08-18,Mexico,Mexico,Americas,Central America,2.0,1.0
2016,8.0,18.0,2016-08-18,Michigan,United States of America,Americas,Northern America,0.0,4.0
2016,8.0,18.0,2016-08-18,Nevada,United States of America,Americas,Northern America,4.0,0.0
2016,8.0,18.0,2016-08-18,New York,United States of America,Americas,Northern America,5.0,1.0
2016,8.0,18.0,2016-08-18,North Carolina,United States of America,Americas,Northern America,0.0,4.0
2016,8.0,18.0,2016-08-18,Pennsylvania,United States of America,Americas,Northern America,4.0,1.0
2016,8.0,18.0,2016-08-18,Russian Federation,Russian Federation,Europe,Eastern Europe,2.0,0.0
2016,8.0,18.0,2016-08-18,Texas,United States of America,Americas,Northern America,4.0,0.0
2016,8.0,18.0,2016-08-18,United States of America,United States of America,Americas,Northern America,1.0,5.0
2016,8.0,18.0,2016-08-18,Virginia,United States of America,Americas,Northern America,3.0,0.0
2016,8.0,19.0,2016-08-19,Alaska,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,19.0,2016-08-19,Berlin,Germany,Europe,Western Europe,1.0,0.0
2016,8.0,19.0,2016-08-19,California,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,19.0,2016-08-19,China,China,Asia,Eastern Asia,1.0,1.0
2016,8.0,19.0,2016-08-19,Connecticut,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,19.0,2016-08-19,Cuba,Cuba,Americas,Caribbean,1.0,0.0
2016,8.0,19.0,2016-08-19,District of Columbia,United States of America,Americas,Northern America,5.0,1.0
2016,8.0,19.0,2016-08-19,Florida,United States of America,Americas,Northern America,3.0,1.0
2016,8.0,19.0,2016-08-19,Hawaii,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,19.0,2016-08-19,Iraq,Iraq,Asia,Western Asia,3.0,0.0
2016,8.0,19.0,2016-08-19,Lebanon,Lebanon,Asia,Western Asia,0.0,1.0
2016,8.0,19.0,2016-08-19,Libya,Libya,Africa,Northern Africa,2.0,0.0
2016,8.0,19.0,2016-08-19,Mississippi,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,19.0,2016-08-19,New Hampshire,United States of America,Americas,Northern America,1.0,1.0
2016,8.0,19.0,2016-08-19,New Jersey,United States of America,Americas,Northern America,1.0,1.0
2016,8.0,19.0,2016-08-19,New York,United States of America,Americas,Northern America,3.0,1.0
2016,8.0,19.0,2016-08-19,North Carolina,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,19.0,2016-08-19,Ohio,United States of America,Americas,Northern America,1.0,1.0
2016,8.0,19.0,2016-08-19,Saudi Arabia,Saudi Arabia,Asia,Western Asia,0.0,2.0
2016,8.0,19.0,2016-08-19,Texas,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,19.0,2016-08-19,United States of America,United States of America,Americas,Northern America,1.0,3.0
2016,8.0,19.0,2016-08-19,Vermont,United States of America,Americas,Northern America,0.0,2.0
2016,8.0,19.0,2016-08-19,Virginia,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,19.0,2016-08-19,West Virginia,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,19.0,2016-08-19,York,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,1.0,0.0
2016,8.0,20.0,2016-08-20,Argentina,Argentina,Americas,South America,0.0,2.0
2016,8.0,20.0,2016-08-20,Arizona,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,20.0,2016-08-20,California,United States of America,Americas,Northern America,0.0,4.0
2016,8.0,20.0,2016-08-20,Colorado,United States of America,Americas,Northern America,0.0,2.0
2016,8.0,20.0,2016-08-20,District of Columbia,United States of America,Americas,Northern America,0.0,3.0
2016,8.0,20.0,2016-08-20,Florida,United States of America,Americas,Northern America,0.0,12.0
2016,8.0,20.0,2016-08-20,France,France,Europe,Western Europe,0.0,2.0
2016,8.0,20.0,2016-08-20,Iowa,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,20.0,2016-08-20,Iraq,Iraq,Asia,Western Asia,0.0,2.0
2016,8.0,20.0,2016-08-20,Israel,Israel,Asia,Western Asia,0.0,2.0
2016,8.0,20.0,2016-08-20,Japan,Japan,Asia,Eastern Asia,0.0,1.0
2016,8.0,20.0,2016-08-20,Massachusetts,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,20.0,2016-08-20,Mexico,Mexico,Americas,Central America,0.0,1.0
2016,8.0,20.0,2016-08-20,Michigan,United States of America,Americas,Northern America,0.0,2.0
2016,8.0,20.0,2016-08-20,Nevada,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,20.0,2016-08-20,New Hampshire,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,20.0,2016-08-20,New Jersey,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,20.0,2016-08-20,New York,United States of America,Americas,Northern America,0.0,5.0
2016,8.0,20.0,2016-08-20,North Carolina,United States of America,Americas,Northern America,0.0,2.0
2016,8.0,20.0,2016-08-20,Ohio,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,20.0,2016-08-20,Oregon,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,20.0,2016-08-20,Pennsylvania,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,20.0,2016-08-20,Russian Federation,Russian Federation,Europe,Eastern Europe,0.0,3.0
2016,8.0,20.0,2016-08-20,Texas,United States of America,Americas,Northern America,0.0,6.0
2016,8.0,20.0,2016-08-20,United States of America,United States of America,Americas,Northern America,0.0,5.0
2016,8.0,20.0,2016-08-20,Virginia,United States of America,Americas,Northern America,0.0,9.0
2016,8.0,20.0,2016-08-20,Wisconsin,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,21.0,2016-08-21,Afghanistan,Afghanistan,Asia,Southern Asia,0.0,1.0
2016,8.0,21.0,2016-08-21,Arizona,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,21.0,2016-08-21,District of Columbia,United States of America,Americas,Northern America,1.0,2.0
2016,8.0,21.0,2016-08-21,Florida,United States of America,Americas,Northern America,0.0,4.0
2016,8.0,21.0,2016-08-21,Iraq,Iraq,Asia,Western Asia,0.0,1.0
2016,8.0,21.0,2016-08-21,Japan,Japan,Asia,Eastern Asia,0.0,1.0
2016,8.0,21.0,2016-08-21,Korea (Democratic People's Republic of),Korea (Democratic People's Republic of),Asia,Eastern Asia,0.0,1.0
2016,8.0,21.0,2016-08-21,Libya,Libya,Africa,Northern Africa,0.0,3.0
2016,8.0,21.0,2016-08-21,Massachusetts,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,21.0,2016-08-21,Mexico,Mexico,Americas,Central America,0.0,3.0
2016,8.0,21.0,2016-08-21,New York,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,21.0,2016-08-21,Russian Federation,Russian Federation,Europe,Eastern Europe,0.0,2.0
2016,8.0,21.0,2016-08-21,Syrian Arab Republic,Syrian Arab Republic,Asia,Western Asia,0.0,1.0
2016,8.0,21.0,2016-08-21,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,0.0,2.0
2016,8.0,21.0,2016-08-21,United States of America,United States of America,Americas,Northern America,0.0,5.0
2016,8.0,22.0,2016-08-22,District of Columbia,United States of America,Americas,Northern America,5.0,1.0
2016,8.0,22.0,2016-08-22,France,France,Europe,Western Europe,1.0,0.0
2016,8.0,22.0,2016-08-22,Georgia,Georgia,Asia,Western Asia,0.0,1.0
2016,8.0,22.0,2016-08-22,Georgia,United States of America,Americas,Northern America,1.0,2.0
2016,8.0,22.0,2016-08-22,Indiana,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,22.0,2016-08-22,Maryland,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,22.0,2016-08-22,New York,United States of America,Americas,Northern America,1.0,3.0
2016,8.0,22.0,2016-08-22,North Carolina,United States of America,Americas,Northern America,2.0,0.0
2016,8.0,22.0,2016-08-22,Russian Federation,Russian Federation,Europe,Eastern Europe,0.0,3.0
2016,8.0,22.0,2016-08-22,Syrian Arab Republic,Syrian Arab Republic,Asia,Western Asia,0.0,2.0
2016,8.0,22.0,2016-08-22,United States of America,United States of America,Americas,Northern America,1.0,1.0
2016,8.0,22.0,2016-08-22,Virginia,United States of America,Americas,Northern America,2.0,3.0
2016,8.0,22.0,2016-08-22,West Virginia,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,23.0,2016-08-23,Arizona,United States of America,Americas,Northern America,3.0,1.0
2016,8.0,23.0,2016-08-23,Berlin,Germany,Europe,Western Europe,1.0,0.0
2016,8.0,23.0,2016-08-23,Bosnia and Herzegovina,Bosnia and Herzegovina,Europe,Southern Europe,1.0,0.0
2016,8.0,23.0,2016-08-23,California,United States of America,Americas,Northern America,3.0,1.0
2016,8.0,23.0,2016-08-23,China,China,Asia,Eastern Asia,2.0,2.0
2016,8.0,23.0,2016-08-23,Colorado,United States of America,Americas,Northern America,2.0,1.0
2016,8.0,23.0,2016-08-23,District of Columbia,United States of America,Americas,Northern America,7.0,4.0
2016,8.0,23.0,2016-08-23,Florida,United States of America,Americas,Northern America,2.0,7.0
2016,8.0,23.0,2016-08-23,Georgia,Georgia,Asia,Western Asia,1.0,0.0
2016,8.0,23.0,2016-08-23,Germany,Germany,Europe,Western Europe,2.0,0.0
2016,8.0,23.0,2016-08-23,Hawaii,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,23.0,2016-08-23,Illinois,United States of America,Americas,Northern America,6.0,0.0
2016,8.0,23.0,2016-08-23,Iowa,United States of America,Americas,Northern America,4.0,0.0
2016,8.0,23.0,2016-08-23,Libya,Libya,Africa,Northern Africa,0.0,1.0
2016,8.0,23.0,2016-08-23,Mexico,Mexico,Americas,Central America,2.0,9.0
2016,8.0,23.0,2016-08-23,Michigan,United States of America,Americas,Northern America,0.0,2.0
2016,8.0,23.0,2016-08-23,Nebraska,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,23.0,2016-08-23,Nevada,United States of America,Americas,Northern America,4.0,0.0
2016,8.0,23.0,2016-08-23,New Mexico,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,23.0,2016-08-23,New York,United States of America,Americas,Northern America,7.0,7.0
2016,8.0,23.0,2016-08-23,North Carolina,United States of America,Americas,Northern America,2.0,2.0
2016,8.0,23.0,2016-08-23,Ohio,United States of America,Americas,Northern America,2.0,1.0
2016,8.0,23.0,2016-08-23,Paris,France,Europe,Western Europe,2.0,0.0
2016,8.0,23.0,2016-08-23,Pennsylvania,United States of America,Americas,Northern America,1.0,2.0
2016,8.0,23.0,2016-08-23,Russian Federation,Russian Federation,Europe,Eastern Europe,0.0,1.0
2016,8.0,23.0,2016-08-23,South Carolina,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,23.0,2016-08-23,Texas,United States of America,Americas,Northern America,0.0,2.0
2016,8.0,23.0,2016-08-23,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,0.0,1.0
2016,8.0,23.0,2016-08-23,United States of America,United States of America,Americas,Northern America,3.0,10.0
2016,8.0,23.0,2016-08-23,Utah,United States of America,Americas,Northern America,0.0,2.0
2016,8.0,23.0,2016-08-23,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),Americas,South America,0.0,1.0
2016,8.0,23.0,2016-08-23,Vermont,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,23.0,2016-08-23,Virginia,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,23.0,2016-08-23,Washington,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,23.0,2016-08-23,West Virginia,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,23.0,2016-08-23,Wisconsin,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,24.0,2016-08-24,Arizona,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,24.0,2016-08-24,Arkansas,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,24.0,2016-08-24,Beijing,China,Asia,Eastern Asia,1.0,0.0
2016,8.0,24.0,2016-08-24,Brussels,Belgium,Europe,Western Europe,2.0,0.0
2016,8.0,24.0,2016-08-24,California,United States of America,Americas,Northern America,4.0,2.0
2016,8.0,24.0,2016-08-24,China,China,Asia,Eastern Asia,4.0,1.0
2016,8.0,24.0,2016-08-24,Colorado,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,24.0,2016-08-24,Cuba,Cuba,Americas,Caribbean,0.0,1.0
2016,8.0,24.0,2016-08-24,District of Columbia,United States of America,Americas,Northern America,7.0,4.0
2016,8.0,24.0,2016-08-24,Florida,United States of America,Americas,Northern America,0.0,5.0
2016,8.0,24.0,2016-08-24,Germany,Germany,Europe,Western Europe,1.0,0.0
2016,8.0,24.0,2016-08-24,Illinois,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,24.0,2016-08-24,Iraq,Iraq,Asia,Western Asia,0.0,2.0
2016,8.0,24.0,2016-08-24,London,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,1.0,0.0
2016,8.0,24.0,2016-08-24,Malaysia,Malaysia,Asia,South-Eastern Asia,0.0,1.0
2016,8.0,24.0,2016-08-24,Metro Manila,Philippines,Asia,South-Eastern Asia,2.0,0.0
2016,8.0,24.0,2016-08-24,Michigan,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,24.0,2016-08-24,Moscow,Russian Federation,Europe,Eastern Europe,1.0,0.0
2016,8.0,24.0,2016-08-24,New Jersey,United States of America,Americas,Northern America,0.0,2.0
2016,8.0,24.0,2016-08-24,New York,United States of America,Americas,Northern America,8.0,8.0
2016,8.0,24.0,2016-08-24,North Carolina,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,24.0,2016-08-24,Pennsylvania,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,24.0,2016-08-24,Russian Federation,Russian Federation,Europe,Eastern Europe,2.0,0.0
2016,8.0,24.0,2016-08-24,Syrian Arab Republic,Syrian Arab Republic,Asia,Western Asia,2.0,0.0
2016,8.0,24.0,2016-08-24,Texas,United States of America,Americas,Northern America,1.0,6.0
2016,8.0,24.0,2016-08-24,Ukraine,Ukraine,Europe,Eastern Europe,1.0,0.0
2016,8.0,24.0,2016-08-24,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,1.0,2.0
2016,8.0,24.0,2016-08-24,United States of America,United States of America,Americas,Northern America,1.0,4.0
2016,8.0,24.0,2016-08-24,Zhejiang,China,Asia,Eastern Asia,1.0,0.0
2016,8.0,25.0,2016-08-25,Afghanistan,Afghanistan,Asia,Southern Asia,0.0,1.0
2016,8.0,25.0,2016-08-25,Alabama,United States of America,Americas,Northern America,0.0,2.0
2016,8.0,25.0,2016-08-25,Arizona,United States of America,Americas,Northern America,7.0,0.0
2016,8.0,25.0,2016-08-25,Arkansas,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,25.0,2016-08-25,Brussels,Belgium,Europe,Western Europe,2.0,0.0
2016,8.0,25.0,2016-08-25,California,United States of America,Americas,Northern America,4.0,1.0
2016,8.0,25.0,2016-08-25,Canada,Canada,Americas,Northern America,2.0,0.0
2016,8.0,25.0,2016-08-25,Cdmx,Mexico,Americas,Central America,1.0,0.0
2016,8.0,25.0,2016-08-25,China,China,Asia,Eastern Asia,9.0,0.0
2016,8.0,25.0,2016-08-25,District of Columbia,United States of America,Americas,Northern America,24.0,3.0
2016,8.0,25.0,2016-08-25,Florida,United States of America,Americas,Northern America,5.0,0.0
2016,8.0,25.0,2016-08-25,France,France,Europe,Western Europe,3.0,0.0
2016,8.0,25.0,2016-08-25,Germany,Germany,Europe,Western Europe,1.0,0.0
2016,8.0,25.0,2016-08-25,Illinois,United States of America,Americas,Northern America,2.0,0.0
2016,8.0,25.0,2016-08-25,India,India,Asia,Southern Asia,10.0,0.0
2016,8.0,25.0,2016-08-25,Indiana,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,25.0,2016-08-25,Iowa,United States of America,Americas,Northern America,2.0,0.0
2016,8.0,25.0,2016-08-25,Italy,Italy,Europe,Southern Europe,1.0,0.0
2016,8.0,25.0,2016-08-25,Kentucky,United States of America,Americas,Northern America,1.0,2.0
2016,8.0,25.0,2016-08-25,Korea (Democratic People's Republic of),Korea (Democratic People's Republic of),Asia,Eastern Asia,0.0,1.0
2016,8.0,25.0,2016-08-25,Korea (Republic of),Korea (Republic of),Asia,Eastern Asia,1.0,1.0
2016,8.0,25.0,2016-08-25,Mexico,Mexico,Americas,Central America,3.0,0.0
2016,8.0,25.0,2016-08-25,Michigan,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,25.0,2016-08-25,New Jersey,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,25.0,2016-08-25,New York,United States of America,Americas,Northern America,2.0,10.0
2016,8.0,25.0,2016-08-25,North Carolina,United States of America,Americas,Northern America,1.0,1.0
2016,8.0,25.0,2016-08-25,Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,0.0,1.0
2016,8.0,25.0,2016-08-25,Ohio,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,25.0,2016-08-25,Paris,France,Europe,Western Europe,1.0,0.0
2016,8.0,25.0,2016-08-25,Pennsylvania,United States of America,Americas,Northern America,2.0,1.0
2016,8.0,25.0,2016-08-25,Russian Federation,Russian Federation,Europe,Eastern Europe,1.0,9.0
2016,8.0,25.0,2016-08-25,South Carolina,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,25.0,2016-08-25,Syrian Arab Republic,Syrian Arab Republic,Asia,Western Asia,0.0,11.0
2016,8.0,25.0,2016-08-25,Tennessee,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,25.0,2016-08-25,Texas,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,25.0,2016-08-25,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,2.0,0.0
2016,8.0,25.0,2016-08-25,United States of America,United States of America,Americas,Northern America,3.0,6.0
2016,8.0,25.0,2016-08-25,Utah,United States of America,Americas,Northern America,0.0,2.0
2016,8.0,25.0,2016-08-25,Virginia,United States of America,Americas,Northern America,3.0,0.0
2016,8.0,26.0,2016-08-26,Afghanistan,Afghanistan,Asia,Southern Asia,1.0,0.0
2016,8.0,26.0,2016-08-26,Arizona,United States of America,Americas,Northern America,6.0,0.0
2016,8.0,26.0,2016-08-26,California,United States of America,Americas,Northern America,3.0,1.0
2016,8.0,26.0,2016-08-26,Canada,Canada,Americas,Northern America,0.0,1.0
2016,8.0,26.0,2016-08-26,Cdmx,Mexico,Americas,Central America,3.0,0.0
2016,8.0,26.0,2016-08-26,China,China,Asia,Eastern Asia,0.0,1.0
2016,8.0,26.0,2016-08-26,District of Columbia,United States of America,Americas,Northern America,6.0,2.0
2016,8.0,26.0,2016-08-26,Florida,United States of America,Americas,Northern America,6.0,2.0
2016,8.0,26.0,2016-08-26,Illinois,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,26.0,2016-08-26,India,India,Asia,Southern Asia,0.0,1.0
2016,8.0,26.0,2016-08-26,Iraq,Iraq,Asia,Western Asia,1.0,1.0
2016,8.0,26.0,2016-08-26,Kabul,Afghanistan,Asia,Southern Asia,0.0,1.0
2016,8.0,26.0,2016-08-26,Kentucky,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,26.0,2016-08-26,Louisiana,United States of America,Americas,Northern America,0.0,2.0
2016,8.0,26.0,2016-08-26,Madrid,Spain,Europe,Southern Europe,0.0,1.0
2016,8.0,26.0,2016-08-26,Maine,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,26.0,2016-08-26,Mexico,Mexico,Americas,Central America,7.0,1.0
2016,8.0,26.0,2016-08-26,New Jersey,United States of America,Americas,Northern America,6.0,0.0
2016,8.0,26.0,2016-08-26,New York,United States of America,Americas,Northern America,6.0,6.0
2016,8.0,26.0,2016-08-26,North Carolina,United States of America,Americas,Northern America,0.0,9.0
2016,8.0,26.0,2016-08-26,Ohio,United States of America,Americas,Northern America,3.0,0.0
2016,8.0,26.0,2016-08-26,Pennsylvania,United States of America,Americas,Northern America,0.0,2.0
2016,8.0,26.0,2016-08-26,Qatar,Qatar,Asia,Western Asia,0.0,1.0
2016,8.0,26.0,2016-08-26,Rhode Island,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,26.0,2016-08-26,South Africa,South Africa,Africa,Southern Africa,0.0,1.0
2016,8.0,26.0,2016-08-26,Syrian Arab Republic,Syrian Arab Republic,Asia,Western Asia,0.0,1.0
2016,8.0,26.0,2016-08-26,Texas,United States of America,Americas,Northern America,3.0,1.0
2016,8.0,26.0,2016-08-26,United States of America,United States of America,Americas,Northern America,2.0,1.0
2016,8.0,26.0,2016-08-26,Vermont,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,26.0,2016-08-26,Virginia,United States of America,Americas,Northern America,4.0,0.0
2016,8.0,26.0,2016-08-26,West Virginia,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,27.0,2016-08-27,Cdmx,Mexico,Americas,Central America,2.0,0.0
2016,8.0,27.0,2016-08-27,District of Columbia,United States of America,Americas,Northern America,1.0,3.0
2016,8.0,27.0,2016-08-27,Florida,United States of America,Americas,Northern America,0.0,3.0
2016,8.0,27.0,2016-08-27,Iraq,Iraq,Asia,Western Asia,0.0,2.0
2016,8.0,27.0,2016-08-27,Nevada,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,27.0,2016-08-27,New Hampshire,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,27.0,2016-08-27,New York,United States of America,Americas,Northern America,2.0,4.0
2016,8.0,27.0,2016-08-27,North Carolina,United States of America,Americas,Northern America,0.0,6.0
2016,8.0,27.0,2016-08-27,Ohio,United States of America,Americas,Northern America,0.0,2.0
2016,8.0,27.0,2016-08-27,San Juan,Puerto Rico,Americas,Caribbean,1.0,0.0
2016,8.0,27.0,2016-08-27,Texas,United States of America,Americas,Northern America,0.0,6.0
2016,8.0,27.0,2016-08-27,United States of America,United States of America,Americas,Northern America,0.0,4.0
2016,8.0,27.0,2016-08-27,Virginia,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,28.0,2016-08-28,California,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,28.0,2016-08-28,Cdmx,Mexico,Americas,Central America,2.0,0.0
2016,8.0,28.0,2016-08-28,Connecticut,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,28.0,2016-08-28,District of Columbia,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,28.0,2016-08-28,France,France,Europe,Western Europe,4.0,0.0
2016,8.0,28.0,2016-08-28,Maryland,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,28.0,2016-08-28,Minnesota,United States of America,Americas,Northern America,0.0,4.0
2016,8.0,28.0,2016-08-28,New Jersey,United States of America,Americas,Northern America,0.0,3.0
2016,8.0,28.0,2016-08-28,New York,United States of America,Americas,Northern America,1.0,7.0
2016,8.0,28.0,2016-08-28,North Carolina,United States of America,Americas,Northern America,2.0,1.0
2016,8.0,28.0,2016-08-28,Paris,France,Europe,Western Europe,1.0,0.0
2016,8.0,28.0,2016-08-28,South Carolina,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,28.0,2016-08-28,Texas,United States of America,Americas,Northern America,0.0,5.0
2016,8.0,28.0,2016-08-28,United States of America,United States of America,Americas,Northern America,0.0,4.0
2016,8.0,28.0,2016-08-28,Virginia,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,29.0,2016-08-29,Alaska,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,29.0,2016-08-29,Arizona,United States of America,Americas,Northern America,14.0,0.0
2016,8.0,29.0,2016-08-29,Arkansas,United States of America,Americas,Northern America,0.0,3.0
2016,8.0,29.0,2016-08-29,Asia,Asia,Asia,Asia,1.0,0.0
2016,8.0,29.0,2016-08-29,Beijing,China,Asia,Eastern Asia,2.0,0.0
2016,8.0,29.0,2016-08-29,California,United States of America,Americas,Northern America,5.0,8.0
2016,8.0,29.0,2016-08-29,Cdmx,Mexico,Americas,Central America,11.0,0.0
2016,8.0,29.0,2016-08-29,China,China,Asia,Eastern Asia,8.0,0.0
2016,8.0,29.0,2016-08-29,District of Columbia,United States of America,Americas,Northern America,6.0,2.0
2016,8.0,29.0,2016-08-29,Florida,United States of America,Americas,Northern America,0.0,1.0
2016,8.0,29.0,2016-08-29,Georgia,Georgia,Asia,Western Asia,0.0,1.0
2016,8.0,29.0,2016-08-29,Illinois,United States of America,Americas,Northern America,0.0,2.0
2016,8.0,29.0,2016-08-29,Iran (Islamic Republic of),Iran (Islamic Republic of),Asia,Southern Asia,4.0,0.0
2016,8.0,29.0,2016-08-29,Japan,Japan,Asia,Eastern Asia,1.0,0.0
2016,8.0,29.0,2016-08-29,Korea (Democratic People's Republic of),Korea (Democratic People's Republic of),Asia,Eastern Asia,1.0,0.0
2016,8.0,29.0,2016-08-29,Korea (Republic of),Korea (Republic of),Asia,Eastern Asia,1.0,0.0
2016,8.0,29.0,2016-08-29,Libya,Libya,Africa,Northern Africa,3.0,0.0
2016,8.0,29.0,2016-08-29,Maine,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,29.0,2016-08-29,Massachusetts,United States of America,Americas,Northern America,0.0,2.0
2016,8.0,29.0,2016-08-29,Metro Manila,Philippines,Asia,South-Eastern Asia,1.0,0.0
2016,8.0,29.0,2016-08-29,Mexico,Mexico,Americas,Central America,38.0,1.0
2016,8.0,29.0,2016-08-29,Michigan,United States of America,Americas,Northern America,0.0,4.0
2016,8.0,29.0,2016-08-29,Missouri,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,29.0,2016-08-29,Moscow,Russian Federation,Europe,Eastern Europe,3.0,0.0
2016,8.0,29.0,2016-08-29,Nevada,United States of America,Americas,Northern America,1.0,0.0
2016,8.0,29.0,2016-08-29,New York,United States of America,Americas,Northern America,7.0,5.0
2016,8.0,29.0,2016-08-29,Ohio,United States of America,Americas,Northern America,2.0,0.0
2016,8.0,29.0,2016-08-29,Oregon,United States of America,Americas,Northern America,0.0,2.0
2016,8.0,29.0,2016-08-29,Paris,France,Europe,Western Europe,1.0,0.0
2016,8.0,29.0,2016-08-29,Russian Federation,Russian Federation,Europe,Eastern Europe,3.0,2.0
2016,8.0,29.0,2016-08-29,Syrian Arab Republic,Syrian Arab Republic,Asia,Western Asia,4.0,0.0
2016,8.0,29.0,2016-08-29,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,1.0,0.0
2016,8.0,29.0,2016-08-29,United States of America,United States of America,Americas,Northern America,1.0,5.0
2016,8.0,29.0,2016-08-29,Vermont,United States of America,Americas,Northern America,1.0,0.0
