term,ngram_size,is_phrase,count_real,count_dubious,total_count,in_real,in_dubious,max_real,mean_real,stdev_real,max_dubious,mean_dubious,stdev_dubious,relevance_score
draw,1,False,14,9,23,True,True,1,1.0,0.0,3,1.2857,0.6999,0.2174
drawing,1,False,16,6,22,True,True,1,1.0,0.0,1,1.0,0.0,0.4545
drawn,1,False,22,7,29,True,True,2,1.0476,0.213,2,1.1667,0.3727,0.5172
dream,1,False,12,16,28,True,True,3,1.3333,0.6667,2,1.0667,0.2494,0.1429
dreamers,1,False,35,6,41,True,True,9,2.6923,2.3982,2,1.5,0.5,0.7073
dreams,1,False,4,7,11,True,True,1,1.0,0.0,3,1.4,0.8,0.2727
drew,1,False,36,21,57,True,True,2,1.125,0.3307,1,1.0,0.0,0.2632
drian,1,False,14,0,14,True,False,5,2.0,1.6036,0,0.0,0.0,1.0
drill,1,False,13,4,17,True,True,5,2.1667,1.4625,3,2.0,1.0,0.5294
drilling,1,False,12,1,13,True,True,4,2.0,1.1547,1,1.0,0.0,0.8462
drills,1,False,21,2,23,True,True,6,1.75,1.6894,2,2.0,0.0,0.8261
drink,1,False,4,8,12,True,True,2,1.3333,0.4714,2,1.6,0.4899,0.3333
drinking,1,False,4,7,11,True,True,1,1.0,0.0,4,2.3333,1.2472,0.2727
drive,1,False,51,14,65,True,True,5,1.1591,0.6376,3,1.1667,0.5528,0.5692
driven,1,False,25,12,37,True,True,2,1.087,0.2818,1,1.0,0.0,0.3514
driver,1,False,29,23,52,True,True,5,1.381,0.95,8,2.3,2.1,0.1154
drivers,1,False,10,5,15,True,True,3,1.4286,0.7284,3,1.6667,0.9428,0.3333
driving,1,False,71,14,85,True,True,12,2.2188,2.8475,3,1.1667,0.5528,0.6706
drone,1,False,13,1,14,True,True,3,1.8571,0.833,1,1.0,0.0,0.8571
drones,1,False,10,0,10,True,False,4,1.6667,1.1055,0,0.0,0.0,1.0
drop,1,False,34,15,49,True,True,4,1.1333,0.5617,1,1.0,0.0,0.3878
dropped,1,False,28,20,48,True,True,3,1.1667,0.4714,2,1.0526,0.2233,0.1667
dropping,1,False,4,6,10,True,True,1,1.0,0.0,1,1.0,0.0,0.2
drug,1,False,79,23,102,True,True,8,2.1944,1.5242,5,1.4375,1.0588,0.549
drugs,1,False,26,8,34,True,True,4,1.8571,1.0595,2,1.1429,0.3499,0.5294
dry,1,False,10,1,11,True,True,2,1.1111,0.3143,1,1.0,0.0,0.8182
dual,1,False,21,3,24,True,True,4,1.5,0.982,1,1.0,0.0,0.75
dubbed,1,False,7,5,12,True,True,1,1.0,0.0,1,1.0,0.0,0.1667
dublin,1,False,19,0,19,True,False,4,1.7273,0.8624,0,0.0,0.0,1.0
duke,1,False,5,9,14,True,True,2,1.25,0.433,4,3.0,0.8165,0.2857
dulles,1,False,0,11,11,False,True,0,0.0,0.0,8,3.6667,3.0912,1.0
dunford,1,False,11,0,11,True,False,6,2.2,1.9391,0,0.0,0.0,1.0
dup,1,False,36,0,36,True,False,6,3.6,1.6248,0,0.0,0.0,1.0
dutch,1,False,15,7,22,True,True,4,1.6667,0.9428,3,1.4,0.8,0.3636
duterte,1,False,30,4,34,True,True,8,3.75,2.586,4,4.0,0.0,0.7647
duties,1,False,9,7,16,True,True,2,1.125,0.3307,1,1.0,0.0,0.125
duty,1,False,19,19,38,True,True,3,1.1875,0.5266,3,1.1875,0.5266,0.0
dyer,1,False,0,11,11,False,True,0,0.0,0.0,3,1.5714,0.7284,1.0
dying,1,False,0,17,17,False,True,0,0.0,0.0,10,2.8333,3.2361,1.0
eager,1,False,8,5,13,True,True,1,1.0,0.0,2,1.25,0.433,0.2308
earlier,1,False,253,42,295,True,True,3,1.1345,0.3903,4,1.1053,0.5021,0.7153
early,1,False,156,36,192,True,True,3,1.1556,0.4366,3,1.125,0.4146,0.625
earned,1,False,11,4,15,True,True,1,1.0,0.0,1,1.0,0.0,0.4667
earth,1,False,9,11,20,True,True,2,1.125,0.3307,2,1.2222,0.4157,0.1
earthquake,1,False,13,0,13,True,False,4,2.1667,1.0672,0,0.0,0.0,1.0
ease,1,False,28,3,31,True,True,2,1.1667,0.3727,1,1.0,0.0,0.8065
easier,1,False,20,5,25,True,True,2,1.0526,0.2233,1,1.0,0.0,0.6
easily,1,False,20,19,39,True,True,1,1.0,0.0,2,1.1176,0.3222,0.0256
easing,1,False,12,1,13,True,True,2,1.0909,0.2875,1,1.0,0.0,0.8462
east,1,False,187,37,224,True,True,7,1.5081,0.9796,5,1.85,1.3143,0.6696
easter,1,False,2,16,18,True,True,1,1.0,0.0,15,8.0,7.0,0.7778
eastern,1,False,114,21,135,True,True,5,1.52,0.8848,4,1.5,0.9063,0.6889
easy,1,False,19,10,29,True,True,2,1.1176,0.3222,1,1.0,0.0,0.3103
echoed,1,False,9,6,15,True,True,1,1.0,0.0,1,1.0,0.0,0.2
ecj,1,False,13,0,13,True,False,8,3.25,2.7726,0,0.0,0.0,1.0
economic,1,False,270,52,322,True,True,8,1.4439,0.9138,8,1.7931,1.4711,0.677
economies,1,False,9,3,12,True,True,2,1.125,0.3307,1,1.0,0.0,0.5
economist,1,False,11,1,12,True,True,2,1.1,0.3,1,1.0,0.0,0.8333
economy,1,False,183,38,221,True,True,4,1.3864,0.7245,7,1.52,1.2687,0.6561
ed,1,False,4,15,19,True,True,1,1.0,0.0,4,1.25,0.8292,0.5789
edge,1,False,17,2,19,True,True,2,1.0625,0.2421,1,1.0,0.0,0.7895
edited,1,False,13,0,13,True,False,1,1.0,0.0,0,0.0,0.0,1.0
editor,1,False,13,9,22,True,True,3,1.4444,0.6849,2,1.125,0.3307,0.1818
edt,1,False,66,0,66,True,False,13,6.6,3.8,0,0.0,0.0,1.0
educated,1,False,6,5,11,True,True,2,1.2,0.4,1,1.0,0.0,0.0909
education,1,False,86,32,118,True,True,10,2.0,1.9529,7,2.4615,2.0235,0.4576
educational,1,False,5,6,11,True,True,1,1.0,0.0,1,1.0,0.0,0.0909
effect,1,False,69,21,90,True,True,4,1.2105,0.5845,2,1.1667,0.3727,0.5333
effective,1,False,25,9,34,True,True,2,1.0417,0.1998,2,1.125,0.3307,0.4706
effectively,1,False,31,11,42,True,True,2,1.069,0.2534,2,1.1,0.3,0.4762
effects,1,False,22,8,30,True,True,2,1.1579,0.3646,2,1.1429,0.3499,0.4667
efficiency,1,False,10,4,14,True,True,5,1.6667,1.4907,1,1.0,0.0,0.4286
effort,1,False,115,64,179,True,True,4,1.1616,0.5067,3,1.2308,0.5044,0.2849
efforts,1,False,187,39,226,True,True,4,1.2384,0.5721,2,1.1818,0.3857,0.6549
egg,1,False,0,16,16,False,True,0,0.0,0.0,15,8.0,7.0,1.0
egypt,1,False,52,3,55,True,True,6,1.9259,1.5135,1,1.0,0.0,0.8909
egyptian,1,False,27,3,30,True,True,5,1.8,1.1662,2,1.5,0.5,0.8
el,1,False,18,15,33,True,True,2,1.2857,0.4518,11,3.0,4.0,0.0909
elaborate,1,False,10,2,12,True,True,2,1.1111,0.3143,1,1.0,0.0,0.6667
elaine,1,False,12,1,13,True,True,1,1.0,0.0,1,1.0,0.0,0.8462
elder,1,False,9,2,11,True,True,1,1.0,0.0,2,2.0,0.0,0.6364
elderly,1,False,10,13,23,True,True,2,1.1111,0.3143,2,1.1818,0.3857,0.1304
elect,1,False,57,30,87,True,True,3,1.2128,0.4583,2,1.1111,0.3143,0.3103
elected,1,False,79,48,127,True,True,4,1.2742,0.6003,3,1.1707,0.4363,0.2441
election,1,False,631,191,822,True,True,14,2.1033,1.7586,8,1.819,1.4195,0.5353
elections,1,False,167,16,183,True,True,6,1.4779,0.9785,2,1.1429,0.3499,0.8251
electoral,1,False,50,21,71,True,True,5,1.3514,0.8766,3,1.3125,0.583,0.4085
electric,1,False,15,0,15,True,False,1,1.0,0.0,0,0.0,0.0,1.0
electricity,1,False,19,2,21,True,True,6,1.3571,1.2877,1,1.0,0.0,0.8095
electronic,1,False,19,11,30,True,True,3,1.2667,0.5735,3,1.5714,0.7284,0.2667
element,1,False,6,6,12,True,True,1,1.0,0.0,1,1.0,0.0,0.0
elements,1,False,22,13,35,True,True,2,1.1,0.3,4,1.625,0.9922,0.2571
eligible,1,False,15,3,18,True,True,1,1.0,0.0,1,1.0,0.0,0.6667
eliminate,1,False,23,9,32,True,True,3,1.2778,0.5583,2,1.125,0.3307,0.4375
eliminating,1,False,9,4,13,True,True,2,1.125,0.3307,2,1.3333,0.4714,0.3846
elite,1,False,28,8,36,True,True,3,1.1667,0.4714,1,1.0,0.0,0.5556
elizabeth,1,False,7,14,21,True,True,3,1.4,0.8,3,1.4,0.6633,0.3333
ellison,1,False,3,17,20,True,True,2,1.5,0.5,10,4.25,3.4911,0.7
email,1,False,49,53,102,True,True,8,1.4848,1.3055,5,2.4091,1.6141,0.0392
emailed,1,False,12,1,13,True,True,1,1.0,0.0,1,1.0,0.0,0.8462
emails,1,False,34,32,66,True,True,4,1.5455,1.0325,4,1.28,0.6645,0.0303
embargo,1,False,16,1,17,True,True,3,1.3333,0.6236,1,1.0,0.0,0.8824
embarrassed,1,False,3,9,12,True,True,1,1.0,0.0,1,1.0,0.0,0.5
embarrassing,1,False,10,25,35,True,True,1,1.0,0.0,2,1.1905,0.3927,0.4286
embarrassment,1,False,7,7,14,True,True,1,1.0,0.0,1,1.0,0.0,0.0
embassy,1,False,93,14,107,True,True,8,1.7547,1.516,5,2.0,1.4142,0.7383
embraced,1,False,14,4,18,True,True,1,1.0,0.0,1,1.0,0.0,0.5556
embroiled,1,False,7,5,12,True,True,1,1.0,0.0,1,1.0,0.0,0.1667
emerged,1,False,25,6,31,True,True,2,1.0417,0.1998,1,1.0,0.0,0.6129
emergency,1,False,72,25,97,True,True,7,1.44,1.1859,9,1.6667,1.9889,0.4845
emerging,1,False,7,3,10,True,True,2,1.1667,0.3727,1,1.0,0.0,0.4
emir,1,False,14,0,14,True,False,3,1.5556,0.6849,0,0.0,0.0,1.0
emirates,1,False,24,1,25,True,True,2,1.0909,0.2875,1,1.0,0.0,0.92
emissions,1,False,35,1,36,True,True,4,1.5217,0.8272,1,1.0,0.0,0.9444
emmanuel,1,False,42,2,44,True,True,2,1.0244,0.1543,1,1.0,0.0,0.9091
emmerson,1,False,11,0,11,True,False,2,1.1,0.3,0,0.0,0.0,1.0
emotional,1,False,5,8,13,True,True,1,1.0,0.0,1,1.0,0.0,0.2308
emphasis,1,False,4,8,12,True,True,1,1.0,0.0,2,1.1429,0.3499,0.3333
emphasized,1,False,8,2,10,True,True,2,1.1429,0.3499,1,1.0,0.0,0.6
empire,1,False,10,6,16,True,True,2,1.1111,0.3143,2,1.2,0.4,0.25
employed,1,False,8,14,22,True,True,1,1.0,0.0,3,1.2727,0.6166,0.2727
employee,1,False,24,15,39,True,True,5,1.4118,0.9737,5,1.5,1.2042,0.2308
employees,1,False,57,33,90,True,True,6,1.425,1.2018,8,2.0625,1.853,0.2667
employer,1,False,10,3,13,True,True,2,1.1111,0.3143,3,3.0,0.0,0.5385
employers,1,False,22,9,31,True,True,4,1.375,0.7806,3,1.8,0.9798,0.4194
employment,1,False,28,3,31,True,True,4,1.4737,0.8807,1,1.0,0.0,0.8065
enable,1,False,25,0,25,True,False,3,1.1364,0.4568,0,0.0,0.0,1.0
enact,1,False,15,2,17,True,True,3,1.1538,0.5329,1,1.0,0.0,0.7647
enacted,1,False,14,4,18,True,True,1,1.0,0.0,1,1.0,0.0,0.5556
enclave,1,False,11,1,12,True,True,2,1.1,0.3,1,1.0,0.0,0.8333
encourage,1,False,27,6,33,True,True,2,1.125,0.3307,1,1.0,0.0,0.6364
encouraged,1,False,14,6,20,True,True,2,1.1667,0.3727,1,1.0,0.0,0.4
encouraging,1,False,13,6,19,True,True,1,1.0,0.0,1,1.0,0.0,0.3684
end,1,False,297,110,407,True,True,4,1.2747,0.5727,8,1.375,0.927,0.4595
ended,1,False,60,13,73,True,True,6,1.1765,0.7331,2,1.0833,0.2764,0.6438
ending,1,False,36,12,48,True,True,3,1.0909,0.3785,1,1.0,0.0,0.5
endorse,1,False,6,4,10,True,True,1,1.0,0.0,1,1.0,0.0,0.2
endorsed,1,False,13,7,20,True,True,2,1.0833,0.2764,1,1.0,0.0,0.3
endorsement,1,False,13,3,16,True,True,3,1.4444,0.6849,1,1.0,0.0,0.625
ends,1,False,23,7,30,True,True,2,1.0455,0.2083,2,1.4,0.4899,0.5333
enemies,1,False,16,9,25,True,True,2,1.1429,0.3499,1,1.0,0.0,0.28
enemy,1,False,16,15,31,True,True,2,1.1429,0.3499,3,1.1538,0.5329,0.0323
energy,1,False,101,38,139,True,True,7,1.6557,1.2789,7,1.8095,1.5922,0.4532
enforce,1,False,19,5,24,True,True,2,1.1875,0.3903,1,1.0,0.0,0.5833
enforced,1,False,11,3,14,True,True,3,1.2222,0.6285,1,1.0,0.0,0.5714
enforcement,1,False,67,37,104,True,True,3,1.3673,0.6909,4,1.48,0.8542,0.2885
enforcing,1,False,13,2,15,True,True,1,1.0,0.0,1,1.0,0.0,0.7333
engage,1,False,27,9,36,True,True,2,1.0385,0.1923,3,1.2857,0.6999,0.5
engaged,1,False,15,17,32,True,True,2,1.0714,0.2575,4,1.2143,0.7726,0.0625
engagement,1,False,15,4,19,True,True,2,1.0714,0.2575,2,1.3333,0.4714,0.5789
engaging,1,False,13,5,18,True,True,3,1.1818,0.575,1,1.0,0.0,0.4444
engine,1,False,11,3,14,True,True,9,3.6667,3.7712,1,1.0,0.0,0.5714
engineer,1,False,7,3,10,True,True,1,1.0,0.0,1,1.0,0.0,0.4
engineering,1,False,10,5,15,True,True,2,1.1111,0.3143,2,1.25,0.433,0.3333
england,1,False,9,4,13,True,True,1,1.0,0.0,3,2.0,1.0,0.3846
english,1,False,34,12,46,True,True,7,1.7,1.4526,2,1.2,0.4,0.4783
enhanced,1,False,13,1,14,True,True,2,1.3,0.4583,1,1.0,0.0,0.8571
enjoy,1,False,8,9,17,True,True,1,1.0,0.0,1,1.0,0.0,0.0588
enjoyed,1,False,15,6,21,True,True,1,1.0,0.0,1,1.0,0.0,0.4286
enormous,1,False,9,1,10,True,True,1,1.0,0.0,1,1.0,0.0,0.8
enrich,1,False,7,5,12,True,True,2,1.4,0.4899,3,2.5,0.5,0.1667
enrique,1,False,16,4,20,True,True,2,1.0667,0.2494,2,1.3333,0.4714,0.6
ensure,1,False,97,20,117,True,True,3,1.1687,0.4864,2,1.1111,0.3143,0.6581
ensuring,1,False,11,7,18,True,True,2,1.1,0.3,2,1.1667,0.3727,0.2222
enter,1,False,34,9,43,True,True,2,1.0968,0.2957,1,1.0,0.0,0.5814
entered,1,False,38,9,47,True,True,4,1.1515,0.5571,2,1.125,0.3307,0.617
entering,1,False,41,9,50,True,True,3,1.2424,0.5521,2,1.125,0.3307,0.64
enterprise,1,False,8,4,12,True,True,2,1.1429,0.3499,2,1.3333,0.4714,0.3333
enterprises,1,False,10,0,10,True,False,1,1.0,0.0,0,0.0,0.0,1.0
entertainment,1,False,7,6,13,True,True,1,1.0,0.0,2,1.2,0.4,0.0769
entire,1,False,26,61,87,True,True,1,1.0,0.0,3,1.1091,0.3655,0.4023
entirely,1,False,16,15,31,True,True,2,1.0667,0.2494,2,1.0714,0.2575,0.0323
entities,1,False,17,4,21,True,True,4,1.3077,0.8213,1,1.0,0.0,0.619
entitled,1,False,7,11,18,True,True,1,1.0,0.0,5,1.5714,1.3997,0.2222
entity,1,False,4,7,11,True,True,1,1.0,0.0,2,1.4,0.4899,0.2727
entry,1,False,43,4,47,True,True,5,1.2647,0.74,1,1.0,0.0,0.8298
environment,1,False,35,21,56,True,True,4,1.2963,0.7105,3,1.1053,0.4466,0.25
environmental,1,False,69,12,81,True,True,4,1.6047,0.8929,3,1.3333,0.6667,0.7037
envoy,1,False,24,0,24,True,False,2,1.0909,0.2875,0,0.0,0.0,1.0
epa,1,False,53,5,58,True,True,11,5.8889,3.1427,3,1.6667,0.9428,0.8276
epidemic,1,False,8,3,11,True,True,4,2.0,1.2247,3,3.0,0.0,0.4545
episode,1,False,0,14,14,False,True,0,0.0,0.0,3,1.5556,0.6849,1.0
equal,1,False,12,20,32,True,True,2,1.0909,0.2875,4,1.3333,0.8692,0.25
equality,1,False,4,6,10,True,True,1,1.0,0.0,2,1.2,0.4,0.2
equally,1,False,8,9,17,True,True,1,1.0,0.0,2,1.125,0.3307,0.0588
equipment,1,False,27,3,30,True,True,4,1.2857,0.7649,1,1.0,0.0,0.8
equity,1,False,15,4,19,True,True,3,1.3636,0.6428,1,1.0,0.0,0.5789
equivalent,1,False,9,3,12,True,True,2,1.125,0.3307,2,1.5,0.5,0.5
era,1,False,44,27,71,True,True,2,1.1,0.3,5,1.35,1.0618,0.2394
erbil,1,False,15,0,15,True,False,3,1.6667,0.8165,0,0.0,0.0,1.0
erdo,1,False,0,10,10,False,True,0,0.0,0.0,5,5.0,0.0,1.0
erdogan,1,False,82,32,114,True,True,7,2.4118,1.833,28,10.6667,12.2565,0.4386
eric,1,False,17,31,48,True,True,2,1.1333,0.3399,7,1.8235,1.424,0.2917
erovinkin,1,False,0,14,14,False,True,0,0.0,0.0,13,7.0,6.0,1.0
error,1,False,7,4,11,True,True,1,1.0,0.0,2,1.3333,0.4714,0.2727
erupted,1,False,17,2,19,True,True,2,1.0625,0.2421,1,1.0,0.0,0.7895
escalate,1,False,14,5,19,True,True,2,1.1667,0.3727,2,1.25,0.433,0.4737
escalated,1,False,12,4,16,True,True,1,1.0,0.0,2,1.3333,0.4714,0.5
escalating,1,False,7,4,11,True,True,1,1.0,0.0,1,1.0,0.0,0.2727
escalation,1,False,36,6,42,True,True,4,1.3846,0.8804,2,1.5,0.5,0.7143
escape,1,False,16,5,21,True,True,2,1.0667,0.2494,1,1.0,0.0,0.5238
escaped,1,False,14,3,17,True,True,2,1.1667,0.3727,1,1.0,0.0,0.6471
especially,1,False,75,80,155,True,True,2,1.1029,0.3039,3,1.1594,0.4701,0.0323
espn,1,False,4,17,21,True,True,4,4.0,0.0,13,5.6667,5.2493,0.619
essential,1,False,26,6,32,True,True,2,1.04,0.196,2,1.2,0.4,0.625
essentially,1,False,8,13,21,True,True,1,1.0,0.0,2,1.1818,0.3857,0.2381
est,1,False,11,5,16,True,True,5,2.75,1.479,1,1.0,0.0,0.375
establish,1,False,16,6,22,True,True,1,1.0,0.0,2,1.2,0.4,0.4545
established,1,False,25,18,43,True,True,2,1.087,0.2818,3,1.3846,0.6249,0.1628
establishment,1,False,36,32,68,True,True,3,1.2857,0.589,4,1.6842,0.8616,0.0588
estate,1,False,33,12,45,True,True,3,1.1379,0.4334,2,1.0909,0.2875,0.4667
estimate,1,False,18,6,24,True,True,2,1.0588,0.2353,2,1.2,0.4,0.5
estimated,1,False,50,9,59,True,True,3,1.087,0.3505,1,1.0,0.0,0.6949
estimates,1,False,23,6,29,True,True,4,1.15,0.6538,2,1.2,0.4,0.5862
ethics,1,False,32,12,44,True,True,7,2.2857,2.0849,7,3.0,2.4495,0.4545
ethiopia,1,False,9,1,10,True,True,2,1.2857,0.4518,1,1.0,0.0,0.8
ethnic,1,False,102,6,108,True,True,8,1.7288,1.3382,2,1.2,0.4,0.8889
eu,1,False,455,15,470,True,True,17,4.0991,4.1132,4,2.1429,0.9897,0.9362
euphrates,1,False,8,2,10,True,True,3,1.6,0.8,1,1.0,0.0,0.6
euro,1,False,53,2,55,True,True,7,1.6562,1.2147,1,1.0,0.0,0.9273
europe,1,False,152,31,183,True,True,10,1.6,1.4611,9,2.8182,2.5873,0.6612
european,1,False,328,22,350,True,True,12,1.9181,1.5799,5,1.5714,1.2372,0.8743
euros,1,False,42,1,43,True,True,4,1.3125,0.6343,1,1.0,0.0,0.9535
evacuated,1,False,9,3,12,True,True,3,1.5,0.7638,1,1.0,0.0,0.5
eve,1,False,11,10,21,True,True,1,1.0,0.0,4,2.5,1.118,0.0476
evening,1,False,38,23,61,True,True,3,1.0857,0.3681,2,1.15,0.3571,0.2459
event,1,False,54,47,101,True,True,2,1.125,0.3307,4,1.4242,0.8176,0.0693
events,1,False,39,41,80,True,True,3,1.1818,0.4576,5,1.3667,0.875,0.025
eventually,1,False,28,17,45,True,True,1,1.0,0.0,2,1.0625,0.2421,0.2444
everybody,1,False,16,14,30,True,True,2,1.0667,0.2494,1,1.0,0.0,0.0667
evidence,1,False,101,87,188,True,True,4,1.3289,0.6567,8,1.6731,1.49,0.0745
evil,1,False,5,10,15,True,True,1,1.0,0.0,2,1.4286,0.4949,0.3333
ex,1,False,31,12,43,True,True,2,1.1481,0.3552,4,1.5,1.0,0.4419
exacerbated,1,False,8,2,10,True,True,2,1.1429,0.3499,1,1.0,0.0,0.6
exact,1,False,7,11,18,True,True,1,1.0,0.0,1,1.0,0.0,0.2222
exactly,1,False,13,60,73,True,True,1,1.0,0.0,3,1.1321,0.3903,0.6438
examine,1,False,12,5,17,True,True,1,1.0,0.0,1,1.0,0.0,0.4118
examining,1,False,9,2,11,True,True,2,1.125,0.3307,2,2.0,0.0,0.6364
example,1,False,39,40,79,True,True,2,1.0541,0.2261,3,1.1111,0.3928,0.0127
examples,1,False,7,7,14,True,True,1,1.0,0.0,1,1.0,0.0,0.0
exceeded,1,False,9,3,12,True,True,3,1.2857,0.6999,2,1.5,0.5,0.5
exception,1,False,5,7,12,True,True,1,1.0,0.0,2,1.1667,0.3727,0.1667
excessive,1,False,12,0,12,True,False,2,1.2,0.4,0,0.0,0.0,1.0
exchange,1,False,50,34,84,True,True,3,1.1628,0.4276,5,1.36,0.8429,0.1905
exchanged,1,False,12,2,14,True,True,2,1.0909,0.2875,1,1.0,0.0,0.7143
exchanges,1,False,14,5,19,True,True,3,1.1667,0.5528,2,1.25,0.433,0.4737
exclusive,1,False,3,9,12,True,True,1,1.0,0.0,1,1.0,0.0,0.5
excuse,1,False,5,13,18,True,True,2,1.25,0.433,1,1.0,0.0,0.4444
executed,1,False,7,8,15,True,True,2,1.1667,0.3727,2,1.1429,0.3499,0.0667
executive,1,False,219,82,301,True,True,4,1.4038,0.7406,7,2.05,1.5158,0.4551
executives,1,False,26,4,30,True,True,4,1.4444,0.8315,1,1.0,0.0,0.7333
exemptions,1,False,7,3,10,True,True,2,1.1667,0.3727,3,3.0,0.0,0.4
exercise,1,False,33,12,45,True,True,4,1.5,0.9415,3,1.5,0.7071,0.4667
exercises,1,False,41,1,42,True,True,8,1.9524,1.8892,1,1.0,0.0,0.9524
exile,1,False,18,5,23,True,True,2,1.2,0.4,3,1.6667,0.9428,0.5652
exist,1,False,9,13,22,True,True,2,1.125,0.3307,1,1.0,0.0,0.1818
existence,1,False,6,10,16,True,True,1,1.0,0.0,1,1.0,0.0,0.25
existing,1,False,42,20,62,True,True,6,1.1667,0.8333,4,1.4286,0.9035,0.3548
exists,1,False,7,3,10,True,True,2,1.1667,0.3727,1,1.0,0.0,0.4
exit,1,False,18,6,24,True,True,2,1.0588,0.2353,2,1.2,0.4,0.5
exodus,1,False,15,0,15,True,False,1,1.0,0.0,0,0.0,0.0,1.0
expand,1,False,35,4,39,True,True,3,1.129,0.4206,1,1.0,0.0,0.7949
expanded,1,False,26,8,34,True,True,3,1.2381,0.526,2,1.1429,0.3499,0.5294
expanding,1,False,16,7,23,True,True,2,1.1429,0.3499,2,1.1667,0.3727,0.3913
expansion,1,False,23,7,30,True,True,5,1.3529,0.9666,1,1.0,0.0,0.5333
expect,1,False,53,35,88,True,True,2,1.0392,0.1941,3,1.2069,0.4828,0.2045
expectations,1,False,16,4,20,True,True,2,1.1429,0.3499,1,1.0,0.0,0.6
expected,1,False,237,31,268,True,True,3,1.2344,0.5422,3,1.1481,0.5238,0.7687
expecting,1,False,6,5,11,True,True,1,1.0,0.0,4,2.5,1.5,0.0909
expects,1,False,21,5,26,True,True,1,1.0,0.0,2,1.25,0.433,0.6154
expelled,1,False,12,0,12,True,False,1,1.0,0.0,0,0.0,0.0,1.0
expense,1,False,9,4,13,True,True,1,1.0,0.0,1,1.0,0.0,0.3846
expenses,1,False,12,1,13,True,True,2,1.2,0.4,1,1.0,0.0,0.8462
expensive,1,False,20,10,30,True,True,1,1.0,0.0,2,1.4286,0.4949,0.3333
experience,1,False,30,20,50,True,True,2,1.1538,0.3608,1,1.0,0.0,0.2
experienced,1,False,11,5,16,True,True,2,1.1,0.3,1,1.0,0.0,0.375
expert,1,False,31,9,40,True,True,2,1.1071,0.3093,1,1.0,0.0,0.55
experts,1,False,93,16,109,True,True,4,1.3286,0.6485,3,1.4545,0.6556,0.7064
expire,1,False,11,0,11,True,False,1,1.0,0.0,0,0.0,0.0,1.0
expires,1,False,18,3,21,True,True,2,1.125,0.3307,1,1.0,0.0,0.7143
explain,1,False,23,33,56,True,True,2,1.0455,0.2083,2,1.1,0.3,0.1786
explained,1,False,10,29,39,True,True,1,1.0,0.0,3,1.2609,0.6056,0.4872
explains,1,False,4,17,21,True,True,1,1.0,0.0,3,1.2143,0.5579,0.619
explanation,1,False,16,15,31,True,True,3,1.4545,0.782,2,1.1538,0.3608,0.0323
explicitly,1,False,7,6,13,True,True,1,1.0,0.0,2,1.2,0.4,0.0769
exploit,1,False,7,5,12,True,True,1,1.0,0.0,1,1.0,0.0,0.1667
explosion,1,False,15,0,15,True,False,3,1.3636,0.6428,0,0.0,0.0,1.0
explosive,1,False,15,5,20,True,True,2,1.0714,0.2575,1,1.0,0.0,0.5
export,1,False,28,2,30,True,True,2,1.12,0.325,1,1.0,0.0,0.8667
exporter,1,False,12,2,14,True,True,1,1.0,0.0,1,1.0,0.0,0.7143
exports,1,False,49,8,57,True,True,8,1.6333,1.4941,8,8.0,0.0,0.7193
expose,1,False,10,13,23,True,True,1,1.0,0.0,5,1.625,1.317,0.1304
exposed,1,False,8,15,23,True,True,2,1.3333,0.4714,3,1.1538,0.5329,0.3043
exposing,1,False,1,10,11,True,True,1,1.0,0.0,1,1.0,0.0,0.8182
express,1,False,13,7,20,True,True,1,1.0,0.0,1,1.0,0.0,0.3
expressed,1,False,113,13,126,True,True,3,1.13,0.3648,2,1.0833,0.2764,0.7937
expressing,1,False,13,4,17,True,True,1,1.0,0.0,1,1.0,0.0,0.5294
expression,1,False,17,1,18,True,True,2,1.2143,0.4103,1,1.0,0.0,0.8889
extend,1,False,23,1,24,True,True,1,1.0,0.0,1,1.0,0.0,0.9167
extended,1,False,17,9,26,True,True,1,1.0,0.0,2,1.2857,0.4518,0.3077
extension,1,False,16,3,19,True,True,4,1.3333,0.8498,1,1.0,0.0,0.6842
extensive,1,False,12,10,22,True,True,2,1.0909,0.2875,2,1.25,0.433,0.0909
extent,1,False,13,14,27,True,True,1,1.0,0.0,5,1.5556,1.2571,0.037
external,1,False,11,1,12,True,True,2,1.1,0.3,1,1.0,0.0,0.8333
extra,1,False,20,17,37,True,True,1,1.0,0.0,6,2.125,1.6154,0.0811
extradition,1,False,14,0,14,True,False,4,1.4,0.9165,0,0.0,0.0,1.0
extraordinary,1,False,6,12,18,True,True,1,1.0,0.0,3,1.3333,0.6667,0.3333
extreme,1,False,12,17,29,True,True,2,1.0909,0.2875,3,1.1333,0.4989,0.1724
extremely,1,False,12,24,36,True,True,1,1.0,0.0,2,1.1429,0.3499,0.3333
extremism,1,False,20,2,22,True,True,4,1.5385,1.0824,1,1.0,0.0,0.8182
extremist,1,False,12,6,18,True,True,3,1.5,0.866,2,1.2,0.4,0.3333
extremists,1,False,13,11,24,True,True,3,1.4444,0.6849,5,1.5714,1.3997,0.0833
eye,1,False,20,15,35,True,True,2,1.1765,0.3812,2,1.0714,0.2575,0.1429
eyes,1,False,11,17,28,True,True,1,1.0,0.0,3,1.2143,0.5579,0.2143
face,1,False,134,76,210,True,True,5,1.2294,0.63,4,1.1692,0.5135,0.2762
