term,ngram_size,is_phrase,count_real,count_dubious,total_count,in_real,in_dubious,max_real,mean_real,stdev_real,max_dubious,mean_dubious,stdev_dubious,relevance_score
instead,1,False,31,120,151,True,True,2,1.1071,0.3093,2,1.1009,0.3012,0.5894
institute,1,False,19,8,27,True,True,3,1.2667,0.5735,1,1.0,0.0,0.4074
institution,1,False,7,5,12,True,True,1,1.0,0.0,1,1.0,0.0,0.1667
institutional,1,False,1,10,11,True,True,1,1.0,0.0,3,1.6667,0.7454,0.8182
institutions,1,False,14,13,27,True,True,3,1.2727,0.6166,2,1.1818,0.3857,0.037
insult,1,False,2,11,13,True,True,1,1.0,0.0,1,1.0,0.0,0.6923
insulting,1,False,5,17,22,True,True,1,1.0,0.0,2,1.1333,0.3399,0.5455
insults,1,False,8,10,18,True,True,1,1.0,0.0,2,1.1111,0.3143,0.1111
insurance,1,False,38,41,79,True,True,10,2.9231,2.7863,7,2.1579,1.6307,0.038
insurers,1,False,18,1,19,True,True,6,3.0,1.9149,1,1.0,0.0,0.8947
insurgent,1,False,9,2,11,True,True,1,1.0,0.0,1,1.0,0.0,0.6364
integrity,1,False,8,25,33,True,True,2,1.1429,0.3499,4,1.1905,0.6633,0.5152
intelligence,1,False,67,99,166,True,True,6,2.1613,1.3222,12,2.75,2.8124,0.1928
intended,1,False,17,22,39,True,True,1,1.0,0.0,3,1.2222,0.5329,0.1282
intends,1,False,12,7,19,True,True,1,1.0,0.0,1,1.0,0.0,0.2632
intent,1,False,6,14,20,True,True,1,1.0,0.0,2,1.1667,0.3727,0.4
intention,1,False,3,11,14,True,True,1,1.0,0.0,2,1.1,0.3,0.5714
intentionally,1,False,1,15,16,True,True,1,1.0,0.0,2,1.25,0.433,0.875
interest,1,False,34,42,76,True,True,3,1.2593,0.5833,2,1.2,0.4,0.1053
interested,1,False,12,13,25,True,True,2,1.0909,0.2875,2,1.1818,0.3857,0.04
interesting,1,False,2,28,30,True,True,1,1.0,0.0,3,1.12,0.4308,0.8667
interests,1,False,39,21,60,True,True,3,1.3448,0.6032,3,1.1053,0.4466,0.3
interior,1,False,10,1,11,True,True,3,1.6667,0.9428,1,1.0,0.0,0.8182
internal,1,False,6,16,22,True,True,1,1.0,0.0,2,1.1429,0.3499,0.4545
international,1,False,85,40,125,True,True,5,1.3281,0.7083,4,1.3333,0.7454,0.36
internet,1,False,29,44,73,True,True,9,2.0714,2.3134,6,1.6296,1.2809,0.2055
interrupted,1,False,5,8,13,True,True,2,1.25,0.433,2,1.1429,0.3499,0.2308
intervention,1,False,8,14,22,True,True,2,1.1429,0.3499,5,1.5556,1.2571,0.2727
interview,1,False,80,140,220,True,True,3,1.2308,0.5756,5,1.4286,0.7284,0.2727
interviewed,1,False,7,16,23,True,True,1,1.0,0.0,2,1.1429,0.3499,0.3913
interviews,1,False,21,17,38,True,True,3,1.1667,0.5,2,1.1333,0.3399,0.1053
introduce,1,False,11,4,15,True,True,4,1.375,0.9922,1,1.0,0.0,0.4667
introduced,1,False,16,15,31,True,True,2,1.0667,0.2494,2,1.25,0.433,0.0323
invasion,1,False,4,9,13,True,True,3,2.0,1.0,2,1.5,0.5,0.3846
investigate,1,False,8,14,22,True,True,1,1.0,0.0,2,1.2727,0.4454,0.2727
investigated,1,False,6,16,22,True,True,2,1.2,0.4,2,1.1429,0.3499,0.4545
investigating,1,False,24,21,45,True,True,9,1.7143,2.0849,1,1.0,0.0,0.0667
investigation,1,False,52,89,141,True,True,7,1.6774,1.3048,12,2.1707,2.2186,0.2624
investigations,1,False,10,30,40,True,True,2,1.1111,0.3143,5,1.4286,1.0942,0.5
investigative,1,False,5,21,26,True,True,2,1.25,0.433,5,1.9091,1.3111,0.6154
investigators,1,False,9,12,21,True,True,3,1.2857,0.6999,3,1.5,0.7071,0.1429
investment,1,False,48,6,54,True,True,4,1.3333,0.6236,2,1.2,0.4,0.7778
investments,1,False,10,7,17,True,True,2,1.1111,0.3143,2,1.1667,0.3727,0.1765
investor,1,False,20,5,25,True,True,2,1.25,0.433,1,1.0,0.0,0.6
investors,1,False,24,6,30,True,True,3,1.3333,0.6667,3,1.5,0.866,0.6
invited,1,False,12,14,26,True,True,2,1.0909,0.2875,2,1.0769,0.2665,0.0769
involve,1,False,8,4,12,True,True,1,1.0,0.0,2,1.3333,0.4714,0.3333
involved,1,False,30,72,102,True,True,3,1.3636,0.6428,3,1.2203,0.4895,0.4118
involvement,1,False,23,15,38,True,True,2,1.0455,0.2083,2,1.1538,0.3608,0.2105
involves,1,False,2,8,10,True,True,1,1.0,0.0,2,1.1429,0.3499,0.6
involving,1,False,13,11,24,True,True,2,1.1818,0.3857,2,1.1,0.3,0.0833
iowa,1,False,66,46,112,True,True,8,2.64,2.1518,9,1.9167,1.8008,0.1786
ipsos,1,False,27,0,27,True,False,3,1.35,0.6538,0,0.0,0.0,1.0
iran,1,False,83,34,117,True,True,21,4.15,5.1795,9,2.0,1.9097,0.4188
iranian,1,False,10,8,18,True,True,3,1.6667,0.7454,5,2.6667,1.6997,0.1111
iraq,1,False,43,44,87,True,True,12,2.15,2.7436,9,2.9333,2.7195,0.0115
iraqi,1,False,9,7,16,True,True,8,4.5,3.5,2,1.1667,0.3727,0.125
irs,1,False,0,17,17,False,True,0,0.0,0.0,7,2.8333,2.3393,1.0
isis,1,False,2,90,92,True,True,1,1.0,0.0,29,3.1034,5.3778,0.9565
islam,1,False,4,19,23,True,True,2,1.3333,0.4714,6,2.1111,1.8526,0.6522
islamic,1,False,46,38,84,True,True,7,1.7037,1.3,5,1.4074,0.8717,0.0952
islamist,1,False,14,2,16,True,True,4,1.4,0.9165,2,2.0,0.0,0.75
island,1,False,40,8,48,True,True,9,2.1053,2.0493,1,1.0,0.0,0.6667
islands,1,False,11,0,11,True,False,3,1.8333,0.8975,0,0.0,0.0,1.0
isn,1,False,0,162,162,False,True,0,0.0,0.0,3,1.1329,0.3964,1.0
isolated,1,False,4,6,10,True,True,1,1.0,0.0,1,1.0,0.0,0.2
israel,1,False,13,58,71,True,True,2,1.1818,0.3857,14,5.2727,4.2872,0.6338
israeli,1,False,6,13,19,True,True,3,2.0,0.8165,3,1.625,0.696,0.3684
issue,1,False,75,80,155,True,True,4,1.2097,0.5123,3,1.25,0.5303,0.0323
issued,1,False,24,33,57,True,True,2,1.1429,0.3499,3,1.1786,0.5381,0.1579
issues,1,False,75,75,150,True,True,3,1.25,0.5664,4,1.3393,0.6622,0.0
issuing,1,False,6,5,11,True,True,1,1.0,0.0,2,1.25,0.433,0.0909
items,1,False,7,12,19,True,True,1,1.0,0.0,2,1.0909,0.2875,0.2632
ivana,1,False,1,9,10,True,True,1,1.0,0.0,5,3.0,1.633,0.8
ivanka,1,False,1,22,23,True,True,1,1.0,0.0,11,2.75,3.1918,0.913
jack,1,False,7,17,24,True,True,2,1.1667,0.3727,3,1.7,0.781,0.4167
jackson,1,False,5,27,32,True,True,2,1.25,0.433,6,2.4545,1.5588,0.6875
jail,1,False,8,31,39,True,True,3,1.3333,0.7454,5,1.3478,0.9141,0.5897
jake,1,False,2,10,12,True,True,1,1.0,0.0,1,1.0,0.0,0.6667
james,1,False,29,29,58,True,True,2,1.1154,0.3195,2,1.2083,0.4061,0.0
jan,1,False,45,15,60,True,True,2,1.0976,0.2967,2,1.1538,0.3608,0.5
jane,1,False,1,12,13,True,True,1,1.0,0.0,7,2.0,2.2361,0.8462
january,1,False,47,75,122,True,True,3,1.2051,0.463,9,1.7857,1.5203,0.2295
japan,1,False,26,8,34,True,True,11,2.3636,2.7724,3,1.6,0.8,0.5294
japanese,1,False,11,7,18,True,True,6,2.2,1.9391,4,3.5,0.5,0.2222
jared,1,False,0,10,10,False,True,0,0.0,0.0,7,2.5,2.5981,1.0
jason,1,False,7,12,19,True,True,1,1.0,0.0,2,1.2,0.4,0.2632
jasta,1,False,11,0,11,True,False,5,3.6667,1.8856,0,0.0,0.0,1.0
jay,1,False,1,10,11,True,True,1,1.0,0.0,3,1.4286,0.7284,0.8182
jeb,1,False,21,37,58,True,True,3,1.3125,0.583,12,3.0833,3.2264,0.2759
jeff,1,False,15,13,28,True,True,2,1.1538,0.3608,3,1.1818,0.575,0.0714
jeffrey,1,False,3,7,10,True,True,1,1.0,0.0,4,1.75,1.299,0.4
jerry,1,False,6,6,12,True,True,1,1.0,0.0,4,2.0,1.4142,0.0
jersey,1,False,36,21,57,True,True,9,1.5652,1.6636,3,1.3125,0.583,0.2632
jesus,1,False,2,14,16,True,True,1,1.0,0.0,3,1.4,0.6633,0.75
jewish,1,False,7,27,34,True,True,3,1.75,0.8292,11,2.4545,2.8401,0.5882
jews,1,False,1,17,18,True,True,1,1.0,0.0,5,1.4167,1.1149,0.8889
jill,1,False,3,23,26,True,True,2,1.5,0.5,4,2.3,1.2689,0.7692
jim,1,False,10,16,26,True,True,1,1.0,0.0,2,1.0667,0.2494,0.2308
jimenez,1,False,0,11,11,False,True,0,0.0,0.0,11,11.0,0.0,1.0
jimmy,1,False,5,15,20,True,True,1,1.0,0.0,3,1.25,0.5951,0.5
jindal,1,False,16,1,17,True,True,15,8.0,7.0,1,1.0,0.0,0.8824
job,1,False,58,121,179,True,True,4,1.234,0.5912,5,1.4938,0.8333,0.352
jobs,1,False,72,90,162,True,True,6,1.5652,1.1544,9,1.9149,1.7238,0.1111
joe,1,False,31,68,99,True,True,2,1.1071,0.3093,5,1.5814,1.0169,0.3737
john,1,False,96,165,261,True,True,5,1.2468,0.6675,37,1.9643,4.0838,0.2644
johnson,1,False,9,48,57,True,True,2,1.125,0.3307,11,2.2857,2.797,0.6842
join,1,False,13,30,43,True,True,2,1.0833,0.2764,2,1.1538,0.3608,0.3953
joined,1,False,12,24,36,True,True,1,1.0,0.0,2,1.1429,0.3499,0.3333
joining,1,False,8,7,15,True,True,2,1.1429,0.3499,1,1.0,0.0,0.0667
joint,1,False,26,22,48,True,True,3,1.3,0.6403,9,2.0,2.2962,0.0833
joke,1,False,4,24,28,True,True,1,1.0,0.0,3,1.1429,0.4666,0.7143
jon,1,False,5,18,23,True,True,1,1.0,0.0,3,1.3846,0.6249,0.5652
jonathan,1,False,9,2,11,True,True,1,1.0,0.0,1,1.0,0.0,0.6364
jonben,1,False,0,45,45,False,True,0,0.0,0.0,45,45.0,0.0,1.0
jonbenet,1,False,0,14,14,False,True,0,0.0,0.0,14,14.0,0.0,1.0
jones,1,False,15,23,38,True,True,8,3.75,2.9475,5,1.9167,1.441,0.2105
jose,1,False,3,9,12,True,True,1,1.0,0.0,5,1.8,1.6,0.5
joseph,1,False,6,6,12,True,True,1,1.0,0.0,1,1.0,0.0,0.0
josh,1,False,18,17,35,True,True,2,1.0588,0.2353,8,1.8889,2.183,0.0286
journal,1,False,9,24,33,True,True,2,1.125,0.3307,2,1.1429,0.3499,0.4545
journalist,1,False,2,18,20,True,True,2,2.0,0.0,2,1.2,0.4,0.8
journalists,1,False,9,17,26,True,True,2,1.125,0.3307,3,1.2143,0.5579,0.3077
jpmorgan,1,False,10,0,10,True,False,6,2.5,2.0616,0,0.0,0.0,1.0
jr,1,False,6,41,47,True,True,3,1.5,0.866,5,1.8636,1.14,0.7447
js,1,False,0,16,16,False,True,0,0.0,0.0,2,1.7778,0.4157,1.0
judge,1,False,67,93,160,True,True,5,2.0303,1.2182,13,2.3846,2.2828,0.1625
judges,1,False,17,10,27,True,True,4,1.4167,0.862,4,1.4286,1.0498,0.2593
judgment,1,False,5,5,10,True,True,1,1.0,0.0,1,1.0,0.0,0.0
judicial,1,False,8,16,24,True,True,2,1.1429,0.3499,3,1.3333,0.6236,0.3333
judiciary,1,False,21,5,26,True,True,3,1.5,0.8238,1,1.0,0.0,0.6154
july,1,False,56,100,156,True,True,12,1.4,1.7292,22,2.7027,4.3301,0.2821
jump,1,False,1,13,14,True,True,1,1.0,0.0,2,1.0833,0.2764,0.8571
jumped,1,False,5,12,17,True,True,1,1.0,0.0,2,1.2,0.4,0.4118
june,1,False,41,46,87,True,True,5,1.3226,0.7782,6,1.5862,1.3776,0.0575
jury,1,False,3,19,22,True,True,2,1.5,0.5,7,1.9,1.8138,0.7273
justice,1,False,99,111,210,True,True,11,2.1522,2.3216,7,1.7903,1.4716,0.0571
justices,1,False,11,2,13,True,True,2,1.2222,0.4157,1,1.0,0.0,0.6923
justify,1,False,4,14,18,True,True,2,1.3333,0.4714,2,1.0769,0.2665,0.5556
justin,1,False,5,11,16,True,True,1,1.0,0.0,1,1.0,0.0,0.375
kaepernick,1,False,0,20,20,False,True,0,0.0,0.0,5,2.8571,1.3553,1.0
kaine,1,False,51,22,73,True,True,29,7.2857,9.5426,10,3.1429,2.8997,0.3973
kansas,1,False,21,18,39,True,True,5,1.9091,1.5048,4,1.3846,0.8356,0.0769
kasich,1,False,68,21,89,True,True,15,2.9565,3.1274,5,1.6154,1.1461,0.5281
kate,1,False,1,9,10,True,True,1,1.0,0.0,1,1.0,0.0,0.8
katz,1,False,0,16,16,False,True,0,0.0,0.0,13,4.0,5.1962,1.0
keeping,1,False,13,27,40,True,True,1,1.0,0.0,1,1.0,0.0,0.35
keeps,1,False,6,14,20,True,True,1,1.0,0.0,1,1.0,0.0,0.4
kelly,1,False,15,42,57,True,True,3,1.3636,0.6428,7,2.3333,2.1344,0.4737
kellyanne,1,False,5,12,17,True,True,1,1.0,0.0,3,1.5,0.7071,0.4118
kennedy,1,False,9,22,31,True,True,6,3.0,2.1602,8,2.4444,2.7126,0.4194
kentucky,1,False,15,9,24,True,True,4,1.3636,0.8814,1,1.0,0.0,0.25
kept,1,False,8,33,41,True,True,1,1.0,0.0,2,1.1379,0.3448,0.6098
kerry,1,False,34,14,48,True,True,11,2.125,2.4463,4,1.5556,1.0657,0.4167
kevin,1,False,8,10,18,True,True,1,1.0,0.0,3,1.25,0.6614,0.1111
key,1,False,43,34,77,True,True,2,1.075,0.2634,3,1.1333,0.4269,0.1169
keyser,1,False,0,10,10,False,True,0,0.0,0.0,10,10.0,0.0,1.0
keystone,1,False,13,4,17,True,True,10,4.3333,4.0277,2,1.3333,0.4714,0.5294
khan,1,False,6,22,28,True,True,3,2.0,0.8165,10,3.1429,3.2701,0.5714
kicking,1,False,1,10,11,True,True,1,1.0,0.0,1,1.0,0.0,0.8182
kids,1,False,2,73,75,True,True,1,1.0,0.0,5,1.4898,0.9285,0.9467
kill,1,False,4,45,49,True,True,1,1.0,0.0,3,1.3636,0.5938,0.8367
killed,1,False,36,80,116,True,True,3,1.2414,0.5666,4,1.5686,0.9753,0.3793
killer,1,False,3,27,30,True,True,2,1.5,0.5,13,3.8571,4.0858,0.8
killers,1,False,0,14,14,False,True,0,0.0,0.0,9,2.3333,2.9814,1.0
killing,1,False,5,45,50,True,True,1,1.0,0.0,4,1.3235,0.7562,0.8
killings,1,False,6,6,12,True,True,3,1.5,0.866,3,1.5,0.866,0.0
kim,1,False,10,6,16,True,True,4,2.5,1.5,3,1.5,0.866,0.25
kimmel,1,False,4,9,13,True,True,3,2.0,1.0,4,3.0,0.8165,0.3846
kind,1,False,22,99,121,True,True,2,1.2941,0.4556,3,1.0879,0.3196,0.6364
kinds,1,False,5,16,21,True,True,3,1.6667,0.9428,1,1.0,0.0,0.5238
king,1,False,5,51,56,True,True,1,1.0,0.0,10,1.8889,1.7708,0.8214
kingdom,1,False,13,4,17,True,True,5,1.8571,1.3553,2,1.3333,0.4714,0.5294
kirk,1,False,6,6,12,True,True,2,1.2,0.4,3,1.5,0.866,0.0
kiss,1,False,2,10,12,True,True,1,1.0,0.0,6,2.0,2.0,0.6667
kissing,1,False,3,7,10,True,True,1,1.0,0.0,2,1.1667,0.3727,0.4
kkk,1,False,2,25,27,True,True,2,2.0,0.0,11,2.5,2.9749,0.8519
klan,1,False,2,26,28,True,True,1,1.0,0.0,7,2.0,1.7541,0.8571
klux,1,False,2,21,23,True,True,1,1.0,0.0,4,1.6154,1.003,0.8261
knew,1,False,3,55,58,True,True,1,1.0,0.0,4,1.3095,0.7067,0.8966
know,1,False,84,402,486,True,True,4,1.3125,0.583,11,1.517,1.0714,0.6543
knowing,1,False,1,21,22,True,True,1,1.0,0.0,3,1.1667,0.5,0.9091
knowledge,1,False,9,30,39,True,True,1,1.0,0.0,4,1.3043,0.6875,0.5385
known,1,False,68,107,175,True,True,3,1.2364,0.5032,6,1.3049,0.8929,0.2229
knows,1,False,17,79,96,True,True,2,1.2143,0.4103,3,1.1791,0.4547,0.6458
koch,1,False,20,8,28,True,True,9,6.6667,1.6997,5,4.0,1.0,0.4286
korea,1,False,65,16,81,True,True,21,3.6111,4.6921,8,3.2,2.4819,0.6049
korean,1,False,28,8,36,True,True,11,4.0,3.9641,3,1.6,0.8,0.5556
kremlin,1,False,11,9,20,True,True,3,1.5714,0.7284,3,1.8,0.7483,0.1
ku,1,False,2,21,23,True,True,1,1.0,0.0,4,1.6154,1.003,0.8261
kyle,1,False,11,4,15,True,True,9,3.6667,3.7712,2,1.3333,0.4714,0.4667
la,1,False,0,14,14,False,True,0,0.0,0.0,8,2.8,2.7129,1.0
labor,1,False,44,18,62,True,True,13,1.76,2.3542,2,1.2,0.4,0.4194
lack,1,False,22,64,86,True,True,2,1.1,0.3,5,1.1852,0.6404,0.4884
lacks,1,False,4,9,13,True,True,1,1.0,0.0,2,1.125,0.3307,0.3846
laden,1,False,2,17,19,True,True,1,1.0,0.0,10,2.4286,3.1102,0.7895
lady,1,False,10,35,45,True,True,2,1.25,0.433,6,1.8421,1.2675,0.5556
lahren,1,False,0,21,21,False,True,0,0.0,0.0,12,10.5,1.5,1.0
laid,1,False,10,18,28,True,True,1,1.0,0.0,3,1.2,0.5416,0.2857
lake,1,False,5,6,11,True,True,2,1.25,0.433,4,2.0,1.4142,0.0909
lame,1,False,8,3,11,True,True,3,1.6,0.8,1,1.0,0.0,0.4545
land,1,False,9,40,49,True,True,2,1.2857,0.4518,14,1.7391,2.69,0.6327
lands,1,False,3,8,11,True,True,2,1.5,0.5,3,2.0,1.0,0.4545
landslide,1,False,1,9,10,True,True,1,1.0,0.0,2,1.2857,0.4518,0.8
lane,1,False,9,2,11,True,True,7,3.0,2.8284,1,1.0,0.0,0.6364
language,1,False,16,36,52,True,True,7,1.7778,1.8725,3,1.1613,0.447,0.3846
large,1,False,48,57,105,True,True,4,1.1429,0.5151,3,1.2128,0.5026,0.0857
largely,1,False,27,32,59,True,True,3,1.08,0.3919,3,1.1429,0.4403,0.0847
larger,1,False,15,25,40,True,True,1,1.0,0.0,3,1.3889,0.6781,0.25
largest,1,False,45,19,64,True,True,3,1.1842,0.4505,3,1.1875,0.5266,0.4062
larry,1,False,5,8,13,True,True,1,1.0,0.0,2,1.3333,0.4714,0.2308
las,1,False,7,9,16,True,True,1,1.0,0.0,4,1.8,1.1662,0.125
late,1,False,36,47,83,True,True,2,1.1613,0.3678,3,1.1463,0.4168,0.1325
later,1,False,57,112,169,True,True,3,1.1875,0.4855,18,1.5775,2.3417,0.3254
latest,1,False,46,58,104,True,True,3,1.0952,0.4259,3,1.234,0.5142,0.1154
latin,1,False,7,14,21,True,True,2,1.1667,0.3727,3,1.5556,0.8315,0.3333
latino,1,False,11,23,34,True,True,5,2.75,1.479,11,2.5556,3.1309,0.3529
latinos,1,False,4,18,22,True,True,2,1.3333,0.4714,5,1.5,1.118,0.6364
laugh,1,False,3,13,16,True,True,1,1.0,0.0,3,1.1818,0.575,0.625
laughing,1,False,1,9,10,True,True,1,1.0,0.0,1,1.0,0.0,0.8
laughter,1,False,0,10,10,False,True,0,0.0,0.0,1,1.0,0.0,1.0
launch,1,False,14,6,20,True,True,2,1.4,0.4899,1,1.0,0.0,0.4
launched,1,False,21,17,38,True,True,2,1.1053,0.3069,2,1.0625,0.2421,0.1053
launching,1,False,5,9,14,True,True,1,1.0,0.0,3,1.5,0.7638,0.2857
laura,1,False,1,10,11,True,True,1,1.0,0.0,5,2.0,1.5492,0.8182
lavoy,1,False,0,17,17,False,True,0,0.0,0.0,9,2.8333,2.9674,1.0
law,1,False,207,262,469,True,True,11,2.0495,1.8475,16,1.8069,1.6538,0.1173
lawmaker,1,False,13,14,27,True,True,2,1.1818,0.3857,2,1.1667,0.3727,0.037
lawmakers,1,False,97,27,124,True,True,4,1.4478,0.8156,4,1.5,0.8975,0.5645
lawrence,1,False,2,10,12,True,True,1,1.0,0.0,3,2.0,0.6325,0.6667
laws,1,False,37,69,106,True,True,4,1.3214,0.7098,5,1.2321,0.7317,0.3019
lawsuit,1,False,23,22,45,True,True,4,1.6429,0.9715,3,1.375,0.696,0.0222
lawsuits,1,False,13,24,37,True,True,3,1.4444,0.6849,4,1.6,1.0832,0.2973
lawyer,1,False,25,20,45,True,True,3,1.1364,0.4568,2,1.1765,0.3812,0.1111
lawyers,1,False,21,6,27,True,True,3,1.2353,0.5455,1,1.0,0.0,0.5556
laying,1,False,4,7,11,True,True,1,1.0,0.0,2,1.1667,0.3727,0.2727
lead,1,False,67,78,145,True,True,4,1.2182,0.5936,10,1.4182,1.4102,0.0759
leader,1,False,100,99,199,True,True,3,1.2821,0.5523,5,1.3562,0.85,0.005
leaders,1,False,103,62,165,True,True,6,1.4714,0.9059,4,1.1923,0.5203,0.2485
leadership,1,False,35,35,70,True,True,2,1.0938,0.2915,3,1.25,0.5748,0.0
leading,1,False,52,42,94,True,True,3,1.1556,0.4193,6,1.1667,0.8333,0.1064
leads,1,False,21,22,43,True,True,2,1.1053,0.3069,2,1.1,0.3,0.0233
league,1,False,10,13,23,True,True,2,1.1111,0.3143,2,1.0833,0.2764,0.1304
leak,1,False,5,6,11,True,True,2,1.25,0.433,2,1.2,0.4,0.0909
leaked,1,False,12,17,29,True,True,3,1.7143,0.6999,2,1.1333,0.3399,0.1724
leaning,1,False,9,10,19,True,True,1,1.0,0.0,2,1.25,0.433,0.0526
learn,1,False,5,25,30,True,True,1,1.0,0.0,2,1.1364,0.3432,0.6667
learned,1,False,6,25,31,True,True,2,1.2,0.4,3,1.1364,0.4568,0.6129
learning,1,False,2,10,12,True,True,1,1.0,0.0,1,1.0,0.0,0.6667
leave,1,False,29,70,99,True,True,2,1.16,0.3666,11,1.4583,1.5674,0.4141
leaves,1,False,19,19,38,True,True,2,1.1176,0.3222,2,1.0556,0.2291,0.0
leaving,1,False,22,26,48,True,True,1,1.0,0.0,2,1.0833,0.2764,0.0833
led,1,False,67,56,123,True,True,4,1.2885,0.6603,7,1.3333,1.0157,0.0894
lee,1,False,13,17,30,True,True,2,1.1818,0.3857,4,1.8889,1.0999,0.1333
left,1,False,62,156,218,True,True,3,1.24,0.5122,8,1.3684,0.9483,0.4312
leftist,1,False,5,18,23,True,True,2,1.25,0.433,3,1.2,0.5416,0.5652
legacy,1,False,20,12,32,True,True,3,1.25,0.6614,4,2.0,1.1547,0.25
legal,1,False,60,95,155,True,True,5,1.3043,0.8307,6,1.3971,0.8599,0.2258
legally,1,False,3,19,22,True,True,1,1.0,0.0,2,1.0556,0.2291,0.7273
legislation,1,False,98,17,115,True,True,5,1.6897,1.0701,3,1.2143,0.5579,0.7043
legislative,1,False,21,7,28,True,True,2,1.1667,0.3727,1,1.0,0.0,0.5
legislators,1,False,5,9,14,True,True,3,1.6667,0.9428,2,1.125,0.3307,0.2857
legislature,1,False,18,11,29,True,True,2,1.2,0.4,1,1.0,0.0,0.2414
legitimate,1,False,3,21,24,True,True,1,1.0,0.0,2,1.2353,0.4242,0.75
lesbian,1,False,9,7,16,True,True,3,1.2857,0.6999,2,1.4,0.4899,0.125
lesson,1,False,4,14,18,True,True,2,1.3333,0.4714,3,1.2727,0.6166,0.5556
let,1,False,30,188,218,True,True,4,1.3043,0.6875,6,1.2789,0.7264,0.7248
letter,1,False,81,87,168,True,True,6,2.1316,1.4174,8,2.4167,1.6729,0.0357
letters,1,False,8,3,11,True,True,2,1.1429,0.3499,2,1.5,0.5,0.4545
letting,1,False,5,18,23,True,True,1,1.0,0.0,2,1.125,0.3307,0.5652
level,1,False,38,57,95,True,True,2,1.1515,0.3586,3,1.1633,0.4672,0.2
levels,1,False,17,16,33,True,True,2,1.1333,0.3399,2,1.0667,0.2494,0.0303
lewandowski,1,False,6,9,15,True,True,3,2.0,0.8165,7,3.0,2.8284,0.2
lewd,1,False,3,13,16,True,True,2,1.5,0.5,5,1.4444,1.2571,0.625
lgbt,1,False,10,34,44,True,True,4,2.5,1.118,6,1.8889,1.2862,0.5455
liar,1,False,0,15,15,False,True,0,0.0,0.0,2,1.25,0.433,1.0
liberal,1,False,36,54,90,True,True,4,1.5652,0.9703,5,1.4595,0.9181,0.2
liberals,1,False,9,29,38,True,True,2,1.125,0.3307,2,1.16,0.3666,0.5263
libertarian,1,False,7,10,17,True,True,1,1.0,0.0,5,1.6667,1.4907,0.1765
liberty,1,False,6,15,21,True,True,1,1.0,0.0,5,1.875,1.536,0.4286
library,1,False,17,3,20,True,True,17,17.0,0.0,1,1.0,0.0,0.7
license,1,False,9,18,27,True,True,5,1.8,1.6,3,1.3846,0.7378,0.3333
lie,1,False,2,31,33,True,True,1,1.0,0.0,3,1.1481,0.4475,0.8788
lied,1,False,0,27,27,False,True,0,0.0,0.0,3,1.2273,0.5163,1.0
lies,1,False,3,46,49,True,True,2,1.5,0.5,3,1.1795,0.4998,0.8776
lieutenant,1,False,11,8,19,True,True,2,1.2222,0.4157,1,1.0,0.0,0.1579
life,1,False,36,141,177,True,True,5,1.3333,0.8165,9,1.3689,1.0703,0.5932
lifetime,1,False,8,6,14,True,True,1,1.0,0.0,1,1.0,0.0,0.1429
lift,1,False,11,4,15,True,True,3,1.5714,0.7284,2,1.3333,0.4714,0.4667
light,1,False,12,29,41,True,True,1,1.0,0.0,1,1.0,0.0,0.4146
like,1,False,158,744,902,True,True,5,1.5048,0.8295,19,1.8507,1.4081,0.6497
likely,1,False,121,125,246,True,True,4,1.4235,0.8171,4,1.2136,0.4956,0.0163
likes,1,False,8,29,37,True,True,1,1.0,0.0,3,1.1154,0.4231,0.5676
limit,1,False,20,10,30,True,True,2,1.1765,0.3812,2,1.1111,0.3143,0.3333
limited,1,False,11,13,24,True,True,2,1.2222,0.4157,2,1.1818,0.3857,0.0833
limits,1,False,12,7,19,True,True,3,1.3333,0.6667,1,1.0,0.0,0.2632
lincoln,1,False,3,22,25,True,True,1,1.0,0.0,6,2.0,1.5374,0.76
lindsey,1,False,10,2,12,True,True,1,1.0,0.0,1,1.0,0.0,0.6667
line,1,False,45,84,129,True,True,2,1.1538,0.3608,3,1.1667,0.4082,0.3023
lines,1,False,13,21,34,True,True,2,1.0833,0.2764,2,1.1053,0.3069,0.2353
link,1,False,10,34,44,True,True,3,1.25,0.6614,4,1.5455,0.8907,0.5455
linked,1,False,17,20,37,True,True,7,1.7,1.7916,7,2.0,2.0494,0.0811
links,1,False,7,14,21,True,True,2,1.1667,0.3727,2,1.1667,0.3727,0.3333
list,1,False,25,67,92,True,True,2,1.1905,0.3927,4,1.34,0.7645,0.4565
listed,1,False,1,18,19,True,True,1,1.0,0.0,5,1.6364,1.2264,0.8947
listen,1,False,3,39,42,True,True,1,1.0,0.0,3,1.0833,0.3632,0.8571
listening,1,False,3,14,17,True,True,1,1.0,0.0,1,1.0,0.0,0.6471
lists,1,False,1,10,11,True,True,1,1.0,0.0,2,1.1111,0.3143,0.8182
literally,1,False,1,51,52,True,True,1,1.0,0.0,2,1.1333,0.3399,0.9615
litigation,1,False,6,7,13,True,True,3,1.5,0.866,5,2.3333,1.8856,0.0769
little,1,False,58,150,208,True,True,3,1.381,0.6529,5,1.3158,0.6664,0.4423
live,1,False,34,112,146,True,True,8,1.619,1.5577,5,1.4177,0.8803,0.5342
lived,1,False,7,9,16,True,True,1,1.0,0.0,1,1.0,0.0,0.125
